bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G39002307411874118002402U3,G39002300024042,390230024042,1.0,1.0,1.0,1.0
G39002307411874118002402U4,G39002300024041,390230024041,0.199066874,0.1632653061,0.1937716263,0.1952861953
G39002307411874118002402U4,G39002300024042,390230024042,0.800933126,0.8367346939,0.8062283737,0.8047138047
G39002307411874118002402U5,G39002300024041,390230024041,1.0,1.0,1.0,1.0
G39002307411874118002402U6,G39002300024041,390230024041,1.0,1.0,1.0,1.0
G39002307411874118002402U7,G39002300024034,390230024034,1.0,1.0,1.0,1.0
G39002307411874118002402U8,G39002300024033,390230024033,1.0,1.0,1.0,1.0
G39002307411999999000800U5,G39002300034001,390230034001,0.0,0.0,0.0,0.0
G39002307411999999001000U1,G39002300010001,390230010001,1.0,1.0,1.0,1.0
G39002307411999999001000U2,G39002300010001,390230010001,1.0,1.0,1.0,1.0
G39002307411999999001102U2,G39002300011022,390230011022,0.0,0.0,0.0,0.0
G39002307411999999001200U3,G39002300012003,390230012003,1.0,1.0,1.0,1.0
G39002307411999999001300U1,G39002300013001,390230013001,1.0,1.0,1.0,1.0
G39002307411999999001300U2,G39002300013002,390230013002,1.0,1.0,1.0,1.0
G39002307411999999001300U3,G39002300013003,390230013003,0.0,0.0,0.0,0.0
G39002307411999999001500U1,G39002300015001,390230015001,1.0,1.0,1.0,1.0
G39002307411999999001600R1,G39002300016001,390230016001,1.0,1.0,1.0,1.0
G39002307411999999001600U1,G39002300016001,390230016001,1.0,1.0,1.0,1.0
G39002307411999999001600U2,G39002300016002,390230016002,1.0,1.0,1.0,1.0
G39002307411999999001600U3,G39002300016003,390230016003,1.0,1.0,1.0,1.0
G39002307411999999001600U4,G39002300016004,390230016004,1.0,1.0,1.0,1.0
G39002307411999999001700U1,G39002300017002,390230017002,0.0,0.0,0.0,0.0
G39002307411999999001900R4,G39002300019002,390230019002,1.0,1.0,1.0,1.0
G39002307411999999001900U1,G39002300019003,390230019003,0.9801547453,0.981666032,0.9770492145,0.9770492145
G39002307411999999001900U1,G39002300037001,390230037001,0.0198452547,0.018333968,0.0229507855,0.0229507855
G39002307411999999001900U4,G39002300019002,390230019002,1.0,1.0,1.0,1.0
G39002307411999999002000R1,G39002300020001,390230020001,1.0,1.0,1.0,1.0
G39002307411999999002000U1,G39002300020001,390230020001,1.0,1.0,1.0,1.0
G39002307411999999002000U2,G39002300020002,390230020002,1.0,1.0,1.0,1.0
G39002307411999999002100R2,G39002300021002,390230021002,1.0,1.0,1.0,1.0
G39002307411999999002100R2,G39002300030024,390230030024,0.0,0.0,0.0,0.0
G39002307411999999002100U2,G39002300021002,390230021002,1.0,1.0,1.0,1.0
G39002307411999999002100U2,G39002300030022,390230030022,0.0,0.0,0.0,0.0
G39002307411999999002100U2,G39002300030024,390230030024,0.0,0.0,0.0,0.0
G39002307411999999002200R2,G39002300022002,390230022002,1.0,1.0,1.0,1.0
G39002307411999999002200R4,G39002300022004,390230022004,1.0,1.0,1.0,1.0
G39002307411999999002200R5,G39002300022005,390230022005,1.0,1.0,1.0,1.0
G39002307411999999002200U1,G39002300022001,390230022001,1.0,1.0,1.0,1.0
G39002307411999999002200U2,G39002300022002,390230022002,1.0,1.0,1.0,1.0
G39002307411999999002200U3,G39002300022003,390230022003,1.0,1.0,1.0,1.0
G39002307411999999002200U4,G39002300022004,390230022004,1.0,1.0,1.0,1.0
G39002307411999999002200U5,G39002300022005,390230022005,1.0,1.0,1.0,1.0
G39002500415701742041103U2,G39002500411032,390250411032,1.0,1.0,1.0,1.0
G39002500415701742041103U4,G39002500411034,390250411034,1.0,1.0,1.0,1.0
G39002500415704150041000R1,G39002500410001,390250410001,0.0,0.0,0.0,0.0
G39002500415704150041000R3,G39002500410003,390250410003,0.0,0.0,0.0,0.0
G39002500415704150041000U1,G39002500410001,390250410001,1.0,1.0,1.0,1.0
G39002500415704150041101R1,G39002500411011,390250411011,0.0,0.0,0.0,0.0
G39002500415704150041101R2,G39002500411012,390250411012,0.0,0.0,0.0,0.0
G39002500415704150041101U1,G39002500411011,390250411011,1.0,1.0,1.0,1.0
G39002500415704150041101U2,G39002500410003,390250410003,0.0,0.0,0.0,0.0
G39002500415704150041101U2,G39002500411012,390250411012,1.0,1.0,1.0,1.0
G39002500415704150041102R2,G39002500411022,390250411022,0.0,0.0,0.0,0.0
G39002500415704150041102U1,G39002500411021,390250411021,1.0,1.0,1.0,1.0
G39002500415799999041000R1,G39002500410001,390250410001,1.0,1.0,1.0,1.0
G39002500415799999041000R1,G39002500410002,390250410002,0.0,0.0,0.0,0.0
G39002500415799999041000R2,G39002500410001,390250410001,0.0,0.0,0.0,0.0
G39002500415799999041000R2,G39002500410002,390250410002,1.0,1.0,1.0,1.0
G39002500415799999041000R3,G39002500410003,390250410003,1.0,1.0,1.0,1.0
G39002500415799999041000R3,G39002500413072,390250413072,0.0,0.0,0.0,0.0
G39002500415799999041000U1,G39002500410001,390250410001,1.0,1.0,1.0,1.0
G39002500415799999041000U2,G39002500410002,390250410002,1.0,1.0,1.0,1.0
G39002500415799999041000U3,G39002500410003,390250410003,1.0,1.0,1.0,1.0
G39002500415799999041101R1,G39002500411011,390250411011,1.0,1.0,1.0,1.0
G39002500415799999041101R2,G39002500411012,390250411012,0.0,0.0,0.0,0.0
G39002500415799999041101U1,G39002500411011,390250411011,1.0,1.0,1.0,1.0
G39002500415799999041102R2,G39002500411022,390250411022,1.0,1.0,1.0,1.0
G39002500415799999041102U1,G39002500411021,390250411021,1.0,1.0,1.0,1.0
G39002500415799999041102U2,G39002500411022,390250411022,1.0,1.0,1.0,1.0
G39002500415799999041103R3,G39002500411033,390250411033,0.9281767956,0.9473684211,0.9428571429,0.9452054795
G39002500415799999041103R3,G39002500411034,390250411034,0.0718232044,0.0526315789,0.0571428571,0.0547945205
G39002500415799999041103U1,G39002500411031,390250411031,1.0,1.0,1.0,1.0
G39002500415799999041103U2,G39002500411032,390250411032,1.0,1.0,1.0,1.0
G39002500415799999041103U3,G39002500411033,390250411033,0.9261862917,0.9277108434,0.9333333333,0.9336492891
G39002500415799999041103U3,G39002500411034,390250411034,0.0738137083,0.0722891566,0.0666666667,0.0663507109
G39002500415799999041103U4,G39002500411034,390250411034,1.0,1.0,1.0,1.0
G39002502822414226042000R4,G39002500420004,390250420004,1.0,1.0,1.0,1.0
G39002502822426880042000R1,G39002500420001,390250420001,1.0,1.0,1.0,1.0
G39002502822426880042000R2,G39002500420002,390250420002,1.0,1.0,1.0,1.0
G39002502822426880042000R3,G39002500420003,390250420003,1.0,1.0,1.0,1.0
G39002502822426880042000R4,G39002500420004,390250420004,1.0,1.0,1.0,1.0
G39002502822499999042000R1,G39002500420001,390250420001,1.0,1.0,1.0,1.0
G39002502822499999042000R2,G39002500420002,390250420002,1.0,1.0,1.0,1.0
G39002502822499999042000R3,G39002500420003,390250420003,1.0,1.0,1.0,1.0
G39002502822499999042000R4,G39002500420004,390250420004,1.0,1.0,1.0,1.0
G39002502822499999042000R5,G39002500420005,390250420005,0.0,0.0,0.0,0.0
G39002503101099999040202R1,G39002500402021,390250402021,1.0,1.0,1.0,1.0
G39002503101099999040202R2,G39002500402022,390250402022,1.0,1.0,1.0,1.0
G39002503101099999040202U1,G39002500402021,390250402021,1.0,1.0,1.0,1.0
G39002503101099999040203R1,G39002500402032,390250402032,1.0,1.0,1.0,1.0
G39002503101099999040203R3,G39002500402031,390250402031,1.0,1.0,1.0,1.0
G39002503101099999040203U1,G39002500402032,390250402032,1.0,1.0,1.0,1.0
G39002503101099999040203U2,G39002500402033,390250402033,1.0,1.0,1.0,1.0
G39002503101099999040203U3,G39002500402031,390250402031,1.0,1.0,1.0,1.0
G39002503101099999040204R2,G39002500402042,390250402042,1.0,1.0,1.0,1.0
G39002503101099999040204R4,G39002500402044,390250402044,0.9998454674,0.9998562059,0.999847484,0.9998466813
G39002503101099999040204R4,G39002500408002,390250408002,0.0001545326,0.0001437941,0.000152516,0.0001533187
G39002503101099999040204U1,G39002500402041,390250402041,1.0,1.0,1.0,1.0
G39002503101099999040204U2,G39002500402042,390250402042,1.0,1.0,1.0,1.0
G39002503101099999040204U3,G39002500402043,390250402043,1.0,1.0,1.0,1.0
G39002503771699999040101R1,G39001509512013,390159512013,0.0,0.0,0.0,0.0
G39002503771699999040101R1,G39002500401011,390250401011,1.0,1.0,1.0,1.0
G39002503771699999040101R2,G39002500401012,390250401012,1.0,1.0,1.0,1.0
G39002503771699999040101R3,G39002500401013,390250401013,0.9966724469,0.996499356,0.9970073651,0.9967525998
G39002503771699999040101R3,G39002500408004,390250408004,0.0033275531,0.003500644,0.0029926349,0.0032474002
G39002503771699999040102R1,G39002500401021,390250401021,1.0,1.0,1.0,1.0
G39002504510845108040300R2,G39002500403011,390250403011,0.0,0.0,0.0,0.0
G39002504510845108040300R3,G39002500403011,390250403011,0.0,0.0,0.0,0.0
G39002504510845108040300R3,G39002500403022,390250403022,0.0,0.0,0.0,0.0
G39002504510845108040300U1,G39002500403021,390250403021,1.0,1.0,1.0,1.0
G39002504510845108040300U2,G39002500403011,390250403011,0.8321428571,0.8516129032,0.8262910798,0.8211009174
G39002504510845108040300U2,G39002500403012,390250403012,0.1678571429,0.1483870968,0.1737089202,0.1788990826
G39002504510845108040300U2,G39002500403022,390250403022,0.0,0.0,0.0,0.0
G39002504510845108040300U3,G39002500403011,390250403011,0.0103806228,0.0048309179,0.0215633423,0.0203045685
G39002504510845108040300U3,G39002500403022,390250403022,0.9896193772,0.9951690821,0.9784366577,0.9796954315
G39002504932220366040600U2,G39002500406002,390250406002,1.0,1.0,1.0,1.0
G39002504932220366040701U3,G39002500407013,390250407013,1.0,1.0,1.0,1.0
G39002504932220366040701U4,G39002500407014,390250407014,1.0,1.0,1.0,1.0
G39002504932253032040402U4,G39002500404031,390250404031,1.0,1.0,1.0,1.0
G39002504932253032040701U3,G39002500407013,390250407013,1.0,1.0,1.0,1.0
G39002504932253032040701U4,G39002500407014,390250407014,1.0,1.0,1.0,1.0
G39002504932253032040702U1,G39002500407021,390250407021,1.0,1.0,1.0,1.0
G39002504932253032040702U2,G39002500407022,390250407022,1.0,1.0,1.0,1.0
G39002504932253270040402U3,G39002500404042,390250404042,1.0,1.0,1.0,1.0
G39002504932253270040402U4,G39002500404031,390250404031,1.0,1.0,1.0,1.0
G39002504932253270040701U1,G39002500407011,390250407011,1.0,1.0,1.0,1.0
G39002504932299999040203U2,G39002500402033,390250402033,1.0,1.0,1.0,1.0
G39002504932299999040203U2,G39002500403032,390250403032,0.0,0.0,0.0,0.0
G39002504932299999040300R2,G39002500403011,390250403011,0.0,0.0,0.0,0.0
G39002504932299999040300U1,G39002500402033,390250402033,0.0067335207,0.005740362,0.01353701,0.0132825032
G39002504932299999040300U1,G39002500403021,390250403021,0.2183889341,0.2150964813,0.2138788193,0.2159552846
G39002504932299999040300U1,G39002500403031,390250403031,0.3848347977,0.3750018364,0.3702269512,0.3667595595
G39002504932299999040300U1,G39002500403032,390250403032,0.3900427474,0.4041613204,0.4023572195,0.4040026527
G39002504932299999040300U2,G39002500403011,390250403011,0.4335173197,0.43537652,0.4493101467,0.4503471903
G39002504932299999040300U2,G39002500403012,390250403012,0.5664826803,0.56462348,0.5506898533,0.5496528097
G39002504932299999040300U3,G39002500403022,390250403022,1.0,1.0,1.0,1.0
G39002504932299999040401R1,G39002500404011,390250404011,0.0,0.0,0.0,0.0
G39002504932299999040401R2,G39002500404012,390250404012,0.0,0.0,0.0,0.0
G39002504932299999040401U1,G39002500404011,390250404011,1.0,1.0,1.0,1.0
G39002504932299999040401U2,G39002500404012,390250404012,1.0,1.0,1.0,1.0
G39002504932299999040401U3,G39002500404013,390250404013,1.0,1.0,1.0,1.0
G39002504932299999040402R1,G39002500404052,390250404052,0.0,0.0,0.0,0.0
G39002504932299999040402U1,G39002500404052,390250404052,1.0,1.0,1.0,1.0
G39002504932299999040402U2,G39002500404051,390250404051,1.0,1.0,1.0,1.0
G39002504932299999040402U3,G39002500404041,390250404041,1.0,1.0,1.0,1.0
G39002504932299999040402U4,G39002500404031,390250404031,1.0,1.0,1.0,1.0
G39002504932299999040500R3,G39002500404012,390250404012,0.0,0.0,0.0,0.0
G39002504932299999040500U1,G39002500405003,390250405003,0.2854185336,0.0,0.2854185336,0.2854185336
G39002504932299999040500U1,G39002500414061,390250414061,0.7145814664,0.0,0.7145814664,0.7145814664
G39002504932299999040500U3,G39002500404012,390250404012,0.0,0.0,0.0,0.0
G39002504932299999040500U4,G39002500405004,390250405004,1.0,1.0,1.0,1.0
G39002504932299999040500U5,G39002500405005,390250405005,1.0,1.0,1.0,1.0
G39002504932299999040600R1,G39002500406003,390250406003,1.0,1.0,1.0,1.0
G39002504932299999040600R1,G39002500413072,390250413072,0.0,0.0,0.0,0.0
G39002504932299999040600R2,G39002500406002,390250406002,1.0,1.0,1.0,1.0
G39002504932299999040600R3,G39002500406001,390250406001,1.0,1.0,1.0,1.0
G39002504932299999040600R3,G39002500408001,390250408001,0.0,0.0,0.0,0.0
G39002504932299999040600R3,G39002500413072,390250413072,0.0,0.0,0.0,0.0
G39002504932299999040600U1,G39002500406003,390250406003,1.0,1.0,1.0,1.0
G39002504932299999040600U2,G39002500406002,390250406002,1.0,1.0,1.0,1.0
G39002504932299999040600U3,G39002500406001,390250406001,1.0,1.0,1.0,1.0
G39002504932299999040701U1,G39002500407011,390250407011,1.0,1.0,1.0,1.0
G39002504932299999040701U2,G39002500407012,390250407012,1.0,1.0,1.0,1.0
G39002504932299999040702R1,G39002500407021,390250407021,1.0,1.0,1.0,1.0
G39002504932299999040702U2,G39002500407022,390250407022,1.0,1.0,1.0,1.0
G39002504932299999041304R1,G39002500406003,390250406003,0.0,0.0,0.0,0.0
G39002504932299999041304R1,G39002500413072,390250413072,0.0,0.0,0.0,0.0
G39002505017650176040401R2,G39002500404012,390250404012,0.0,0.0,0.0,0.0
G39002505017650176040401U2,G39002500404012,390250404012,1.0,1.0,1.0,1.0
G39002505017650176040401U3,G39002500404013,390250404013,1.0,1.0,1.0,1.0
G39002505017650176040500R1,G39002500405003,390250405003,0.0,0.0,0.0,0.0
G39002505017650176040500R1,G39002500414062,390250414062,0.0,0.0,0.0,0.0
G39002505017650176040500R3,G39002500404012,390250404012,0.0,0.0,0.0,0.0
G39002505017650176040500R3,G39002500405001,390250405001,0.0,0.0,0.0,0.0
G39002505017650176040500U1,G39002500405003,390250405003,0.9999042478,0.9999621179,0.9998836484,0.999883227
G39002505017650176040500U1,G39002500414061,390250414061,9.57522e-05,3.78821e-05,0.0001163516,0.000116773
G39002505017650176040500U1,G39002500414062,390250414062,0.0,0.0,0.0,0.0
G39002505017650176040500U2,G39002500405002,390250405002,1.0,1.0,1.0,1.0
G39002505017650176040500U3,G39002500404012,390250404012,0.0400381316,0.0454545455,0.0378619154,0.0368763557
G39002505017650176040500U3,G39002500405001,390250405001,0.9409684589,0.9326745067,0.9425458172,0.9410085328
G39002505017650176040500U3,G39002500405002,390250405002,0.0007780709,0.000687034,0.0009089046,0.0008852455
G39002505017650176040500U3,G39002500405004,390250405004,0.0182153387,0.0211839138,0.0186833627,0.0212298659
G39002505017650176040500U4,G39002500405004,390250405004,1.0,1.0,1.0,1.0
G39002505017650176040500U5,G39002500405005,390250405005,1.0,1.0,1.0,1.0
G39002505017650176040600R1,G39002500406003,390250406003,0.0,0.0,0.0,0.0
G39002505017650176040600U1,G39002500406003,390250406003,1.0,1.0,1.0,1.0
G39002505017650176041401R1,G39002500405003,390250405003,0.0,0.0,0.0,0.0
G39002505017650176041401R1,G39002500414061,390250414061,1.0,0.0,1.0,1.0
G39002505017650176041401U1,G39002500414061,390250414061,0.0,0.0,0.0,0.0
G39002505133899999041701R1,G39002500417011,390250417011,0.0,0.0,0.0,0.0
G39002505133899999041701R2,G39002500417012,390250417012,0.753442623,0.7464454976,0.7180451128,0.7215189873
G39002505133899999041701R2,G39002500417013,390250417013,0.246557377,0.2535545024,0.2819548872,0.2784810127
G39002505133899999041701U1,G39002500415024,390250415024,0.0024953802,0.0026171582,0.0028366618,0.0027873538
G39002505133899999041701U1,G39002500417011,390250417011,0.9975046198,0.9973828418,0.9971633382,0.9972126462
G39002505133899999041701U2,G39002500417012,390250417012,0.2961941533,0.2893081761,0.2791461412,0.2901234568
G39002505133899999041701U2,G39002500417013,390250417013,0.7038058467,0.7106918239,0.7208538588,0.7098765432
G39002505133899999041702R1,G39002500417021,390250417021,1.0,1.0,1.0,1.0
G39002505133899999041702R2,G39002500417022,390250417022,1.0,1.0,1.0,1.0
G39002505133899999041702R3,G39002500417023,390250417023,1.0,1.0,1.0,1.0
G39002505796055384041600R1,G39002500416001,390250416001,1.0,1.0,1.0,1.0
G39002505796055384041600R2,G39002500416002,390250416002,1.0,1.0,1.0,1.0
G39002505796055384041600R3,G39002500416002,390250416002,0.0413625304,0.041322314,0.0324675325,0.0303030303
G39002505796055384041600R3,G39002500416003,390250416003,0.9586374696,0.958677686,0.9675324675,0.9696969697
G39002505796099999041600R1,G39002500416001,390250416001,1.0,1.0,1.0,1.0
G39002505796099999041600R2,G39002500416002,390250416002,1.0,1.0,1.0,1.0
G39002505796099999041600R3,G39002500416003,390250416003,1.0,1.0,1.0,1.0
G39002505796099999041600R4,G39002500416004,390250416004,1.0,1.0,1.0,1.0
G39002505796099999041600U1,G39002500416001,390250416001,1.0,1.0,1.0,1.0
G39002505796099999041600U4,G39002500416004,390250416004,1.0,1.0,1.0,1.0
G39002506254001742041502U2,G39002500415022,390250415022,1.0,1.0,1.0,1.0
G39002506254001742041502U3,G39002500415023,390250415023,1.0,1.0,1.0,1.0
G39002506254001742041502U4,G39002500415024,390250415024,0.0,0.0,0.0,0.0
G39002506254055384041501R4,G39002500415013,390250415013,0.0,0.0,0.0,0.0
G39002506254086254041501U2,G39002500415012,390250415012,1.0,1.0,1.0,1.0
G39002506254086254041502U1,G39002500415021,390250415021,1.0,1.0,1.0,1.0
G39002506254099999041501R1,G39002500415011,390250415011,1.0,1.0,1.0,1.0
G39002506254099999041501R2,G39002500415012,390250415012,1.0,1.0,1.0,1.0
G39002506254099999041501R3,G39002500415013,390250415013,1.0,1.0,1.0,1.0
G39002506254099999041501R4,G39002500415011,390250415011,0.0357142857,0.0460526316,0.0481283422,0.0443349754
G39002506254099999041501R4,G39002500415013,390250415013,0.9642857143,0.9539473684,0.9518716578,0.9556650246
G39002506254099999041501U1,G39002500415011,390250415011,1.0,1.0,1.0,1.0
G39002506254099999041501U2,G39002500415012,390250415012,1.0,1.0,1.0,1.0
G39002506254099999041501U3,G39002500415013,390250415013,1.0,1.0,1.0,1.0
G39002506254099999041502R2,G39002500415022,390250415022,1.0,1.0,1.0,1.0
G39002506254099999041502U1,G39002500415021,390250415021,1.0,1.0,1.0,1.0
G39002506254099999041502U2,G39002500415022,390250415022,1.0,1.0,1.0,1.0
G39002506254099999041502U3,G39002500415023,390250415023,1.0,1.0,1.0,1.0
G39002506254099999041502U4,G39002500415024,390250415024,1.0,1.0,1.0,1.0
G39002507482559220040800R5,G39002500408005,390250408005,0.0,0.0,0.0,0.0
G39002507482559220040800U4,G39002500408004,390250408004,1.0,1.0,1.0,1.0
G39002507482559220040800U5,G39002500408005,390250408005,1.0,1.0,1.0,1.0
G39002507482599999040800R1,G39002500406001,390250406001,7.47518e-05,6.18161e-05,6.65933e-05,6.52851e-05
G39002507482599999040800R1,G39002500408001,390250408001,0.9999252482,0.9999381839,0.9999334067,0.9999347149
G39002507482599999040800R2,G39002500408002,390250408002,1.0,1.0,1.0,1.0
G39002507482599999040800R3,G39002500408003,390250408003,0.9287141905,0.9304932735,0.9317343173,0.9329710145
G39002507482599999040800R3,G39002500408005,390250408005,0.0712858095,0.0695067265,0.0682656827,0.0670289855
G39002507482599999040800R4,G39002500408004,390250408004,1.0,1.0,1.0,1.0
G39002507482599999040800R5,G39002500408005,390250408005,1.0,1.0,1.0,1.0
G39002507482599999040800U4,G39002500408004,390250408004,1.0,1.0,1.0,1.0
G39002507615506068041800R1,G39002500418002,390250418002,1.0,1.0,1.0,1.0
G39002507615506068041800U1,G39002500418002,390250418002,1.0,1.0,1.0,1.0
G39002507615506068041800U2,G39002500418001,390250418001,1.0,1.0,1.0,1.0
G39002507615506068041800U3,G39002500418001,390250418001,1.0,1.0,1.0,1.0
G39002507615506068041900R2,G39002500418001,390250418001,1.0,1.0,1.0,1.0
G39002507615506068041900R2,G39002500419004,390250419004,0.0,0.0,0.0,0.0
G39002507615506068041900U1,G39002500419002,390250419002,1.0,1.0,1.0,1.0
G39002507615599999041800R1,G39002500418002,390250418002,1.0,1.0,1.0,1.0
G39002507615599999041800U1,G39002500418001,390250418001,0.0652173913,0.0649350649,0.0652173913,0.0652173913
G39002507615599999041800U1,G39002500418002,390250418002,0.9347826087,0.9350649351,0.9347826087,0.9347826087
G39002507615599999041800U3,G39002500418001,390250418001,1.0,1.0,1.0,1.0
G39002507615599999041900R1,G39002500409002,390250409002,0.0,0.0,0.0,0.0
G39002507615599999041900R1,G39002500418002,390250418002,0.0,0.0,0.0,0.0
G39002507615599999041900R1,G39002500419002,390250419002,1.0,1.0,1.0,1.0
G39002507615599999041900R2,G39002500418001,390250418001,0.0492577598,0.0394431555,0.0528455285,0.0521235521
G39002507615599999041900R2,G39002500419004,390250419004,0.9507422402,0.9605568445,0.9471544715,0.9478764479
G39002507615599999041900R3,G39002500418002,390250418002,0.0102489019,0.0126582278,0.0126582278,0.0122699387
G39002507615599999041900R3,G39002500419003,390250419003,0.9897510981,0.9873417722,0.9873417722,0.9877300613
G39002507615599999041900R4,G39002500419001,390250419001,0.9996823661,0.9995648919,0.9994462261,0.9994625135
G39002507615599999041900R4,G39002500419002,390250419002,0.0003176339,0.0004351081,0.0005537739,0.0005374865
G39002507615599999041900U1,G39002500419002,390250419002,1.0,1.0,1.0,1.0
G39002507615599999041900U2,G39002500418001,390250418001,1.0,1.0,1.0,1.0
G39002507615599999041900U4,G39002500419001,390250419001,1.0,1.0,1.0,1.0
G39002507828852612041403U1,G39002500414031,390250414031,1.0,1.0,1.0,1.0
G39002507828852612041403U2,G39002500414032,390250414032,1.0,1.0,1.0,1.0
G39002507828852612041403U3,G39002500414033,390250414033,1.0,1.0,1.0,1.0
G39002507828852612041403U4,G39002500414034,390250414034,1.0,1.0,1.0,1.0
G39002507828875434041401U1,G39002500414062,390250414062,0.0,0.0,0.0,0.0
G39002507828875434041401U2,G39002500414054,390250414054,1.0,1.0,1.0,1.0
G39002507828875434041401U3,G39002500414051,390250414051,1.0,1.0,1.0,1.0
G39002507828875434041401U4,G39002500414052,390250414052,1.0,1.0,1.0,1.0
G39002507828875434041401U5,G39002500414053,390250414053,1.0,1.0,1.0,1.0
G39002507828886254041200U3,G39002500412003,390250412003,1.0,1.0,1.0,1.0
G39002507828886254041200U4,G39002500412003,390250412003,0.0119047619,0.0139275766,0.0166320166,0.016
G39002507828886254041200U4,G39002500412004,390250412004,0.9880952381,0.9860724234,0.9833679834,0.984
G39002507828886254041200U5,G39002500412005,390250412005,1.0,1.0,1.0,1.0
G39002507828899999041200U1,G39002500412001,390250412001,1.0,1.0,1.0,1.0
G39002507828899999041200U2,G39002500412002,390250412002,1.0,1.0,1.0,1.0
G39002507828899999041200U5,G39002500412005,390250412005,1.0,1.0,1.0,1.0
G39002507828899999041302U1,G39002500413063,390250413063,1.0,1.0,1.0,1.0
G39002507828899999041302U2,G39002500413052,390250413052,1.0,1.0,1.0,1.0
G39002507828899999041302U3,G39002500413051,390250413051,1.0,1.0,1.0,1.0
G39002507828899999041302U4,G39002500413061,390250413061,0.6212844037,0.5434412266,0.7192192192,0.7316047652
G39002507828899999041302U4,G39002500413062,390250413062,0.3787155963,0.4565587734,0.2807807808,0.2683952348
G39002507828899999041303U1,G39002500413031,390250413031,0.9919443427,0.9890859482,0.9900596421,0.9904852521
G39002507828899999041303U1,G39002500413072,390250413072,0.0080556573,0.0109140518,0.0099403579,0.0095147479
G39002507828899999041303U2,G39002500413032,390250413032,1.0,1.0,1.0,1.0
G39002507828899999041304R1,G39002500406001,390250406001,0.0,0.0,0.0,0.0
G39002507828899999041304R1,G39002500406003,390250406003,0.0,0.0,0.0,0.0
G39002507828899999041304R1,G39002500408001,390250408001,0.0,0.0,0.0,0.0
G39002507828899999041304R1,G39002500413041,390250413041,0.0334776597,0.0369234366,0.050122569,0.0502998234
G39002507828899999041304R1,G39002500413072,390250413072,0.9665223403,0.9630765634,0.949877431,0.9497001766
G39002507828899999041304R2,G39002500413041,390250413041,0.6,1.0,0.5,0.5
G39002507828899999041304R2,G39002500413071,390250413071,0.0,0.0,0.0,0.0
G39002507828899999041304R2,G39002500413072,390250413072,0.4,0.0,0.5,0.5
G39002507828899999041304U1,G39002500413071,390250413071,0.0,0.0,0.0,0.0
G39002507828899999041304U1,G39002500413072,390250413072,1.0,1.0,1.0,1.0
G39002507828899999041304U2,G39002500413041,390250413041,0.0093113254,0.009072707,0.0094805872,0.0095231497
G39002507828899999041304U2,G39002500413071,390250413071,0.6226901766,0.6317064719,0.6371883038,0.6391311075
G39002507828899999041304U2,G39002500413072,390250413072,0.0347784593,0.0338175239,0.0354080294,0.0355790895
G39002507828899999041304U2,G39002500413073,390250413073,0.3332200387,0.3254032973,0.3179230796,0.3157666533
G39002507828899999041401R1,G39002500414061,390250414061,0.0,0.0,0.0,0.0
G39002507828899999041401U1,G39002500414061,390250414061,0.4162771705,0.4106839463,0.4022039745,0.4063767747
G39002507828899999041401U1,G39002500414062,390250414062,0.5837228295,0.5893160537,0.5977960255,0.5936232253
G39002507828899999041401U4,G39002500414052,390250414052,1.0,1.0,1.0,1.0
G39002507828899999041404U1,G39002500414041,390250414041,0.6936339523,0.677,0.7271648873,0.7405167675
G39002507828899999041404U1,G39002500414043,390250414043,0.3063660477,0.323,0.2728351127,0.2594832325
G39002507828899999041404U2,G39002500414042,390250414042,1.0,1.0,1.0,1.0
G39002508113052416042000R1,G39002500420001,390250420001,1.0,1.0,1.0,1.0
G39002508113052416042000R5,G39002500420005,390250420005,0.0,0.0,0.0,0.0
G39002508113053956042000R5,G39002500420005,390250420005,1.0,1.0,1.0,1.0
G39002508113099999042000R1,G39002500417023,390250417023,0.0,0.0,0.0,0.0
G39002508113099999042000R1,G39002500420001,390250420001,1.0,1.0,1.0,1.0
G39002508113099999042000R2,G39002500420002,390250420002,1.0,1.0,1.0,1.0
G39002508113099999042000R4,G39002500420004,390250420004,1.0,1.0,1.0,1.0
G39002508113099999042000R5,G39002500420005,390250420005,1.0,1.0,1.0,1.0
G39002508211055664040102R1,G39002500401021,390250401021,1.0,1.0,1.0,1.0
G39002508211099999040101R1,G39001509512013,390159512013,0.0054673645,0.005259702,0.0057810548,0.0057265569
G39002508211099999040101R1,G39002500401011,390250401011,0.9944657581,0.994683777,0.994156432,0.9942129149
G39002508211099999040101R1,G39002500402022,390250402022,6.68774e-05,5.65211e-05,6.25132e-05,6.05282e-05
G39002508211099999040101R1,G39002709649004,390279649004,0.0,0.0,0.0,0.0
G39002508211099999040101R2,G39002500401012,390250401012,1.0,1.0,1.0,1.0
G39002508211099999040102R1,G39002500401021,390250401021,1.0,1.0,1.0,1.0
G39002508530285288040900R1,G39002500409001,390250409001,1.0,1.0,1.0,1.0
G39002508530285288040900R2,G39002500409003,390250409003,1.0,1.0,1.0,1.0
G39002508530285288040900R3,G39002500409002,390250409002,0.0425867508,0.0479041916,0.06,0.0601503759
G39002508530285288040900R3,G39002500409004,390250409004,0.9574132492,0.9520958084,0.94,0.9398496241
G39002508530285288040900R4,G39002500409002,390250409002,1.0,1.0,1.0,1.0
