bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G39013106143499999952500U4,G39013109525004,391319525004,1.0,1.0,1.0,1.0
G39013106143499999952600R1,G39013109526001,391319526001,1.0,1.0,1.0,1.0
G39013106143499999952600U1,G39013109526001,391319526001,1.0,1.0,1.0,1.0
G39013106202299999952600R2,G39013109526002,391319526002,1.0,1.0,1.0,1.0
G39013106202299999952600R3,G39013109526003,391319526003,1.0,1.0,1.0,1.0
G39013107088499999952200R3,G39013109522003,391319522003,1.0,1.0,1.0,1.0
G39013107088499999952200R4,G39013109522004,391319522004,1.0,1.0,1.0,1.0
G39013107088499999952200R4,G39013109527001,391319527001,0.0,0.0,0.0,0.0
G39013107088499999952700R1,G39013109522004,391319522004,0.0,0.0,0.0,0.0
G39013107088499999952700R1,G39013109527001,391319527001,0.0,0.0,0.0,0.0
G39013107117162708952300R1,G39013109523001,391319523001,1.0,1.0,1.0,1.0
G39013107117162708952300R2,G39013109523002,391319523002,1.0,1.0,1.0,1.0
G39013107117162708952300R2,G39013109523003,391319523003,0.0,0.0,0.0,0.0
G39013107117162708952300R3,G39013109523002,391319523002,0.0,0.0,0.0,0.0
G39013107117162708952300R3,G39013109523003,391319523003,0.0,0.0,0.0,0.0
G39013107117162708952300R4,G39013109523004,391319523004,1.0,1.0,1.0,1.0
G39013107117199999952200R3,G39013109522003,391319522003,1.0,1.0,1.0,1.0
G39013107117199999952200R4,G39013109522004,391319522004,1.0,1.0,1.0,1.0
G39013107117199999952300R1,G39013109523001,391319523001,1.0,1.0,1.0,1.0
G39013107117199999952300R1,G39013109523003,391319523003,0.0,0.0,0.0,0.0
G39013107117199999952300R2,G39013109523002,391319523002,1.0,1.0,1.0,1.0
G39013107117199999952300R3,G39013109523003,391319523003,0.0,0.0,0.0,0.0
G39013107117199999952300R4,G39013109522004,391319522004,0.0,0.0,0.0,0.0
G39013107117199999952300R4,G39013109523004,391319523004,1.0,1.0,1.0,1.0
G39013107563799999952300R4,G39013109523004,391319523004,1.0,1.0,1.0,1.0
G39013107563799999952600R2,G39013109526002,391319526002,1.0,1.0,1.0,1.0
G39013107563799999952700R2,G39013109527002,391319527002,1.0,1.0,1.0,1.0
G39013107563799999952700R3,G39013109527003,391319527003,1.0,1.0,1.0,1.0
G39013107851299999952200R2,G39013109522002,391319522002,1.0,1.0,1.0,1.0
G39013107851299999952200R3,G39013109522003,391319522003,1.0,1.0,1.0,1.0
G39013107851299999952200R4,G39013109522004,391319522004,1.0,1.0,1.0,1.0
G39013107851299999952300R1,G39013109523001,391319523001,1.0,1.0,1.0,1.0
G39013300286299999601901R1,G39013306019011,391336019011,1.0,1.0,1.0,1.0
G39013300286299999601901R9,G39013306019011,391336019011,0.0,0.0,0.0,0.0
G39013300286299999601901R9,G39013306019012,391336019012,1.0,1.0,1.0,1.0
G39013300308603086600301R2,G39013306003011,391336003011,0.8043694141,0.7845117845,0.7813884786,0.7741477273
G39013300308603086600301R2,G39013306003012,391336003012,0.0109235353,0.0117845118,0.011816839,0.0127840909
G39013300308603086600301R2,G39013306003014,391336003014,0.1847070506,0.2037037037,0.2067946824,0.2130681818
G39013300308603086600301R3,G39013306003015,391336003015,0.0,0.0,0.0,0.0
G39013300308603086600301U1,G39013306003015,391336003015,1.0,1.0,1.0,1.0
G39013300308603086600301U2,G39013306003011,391336003011,0.0405141101,0.0444444444,0.041982106,0.0397727273
G39013300308603086600301U2,G39013306003012,391336003012,0.462699078,0.4531400966,0.4294562973,0.4172979798
G39013300308603086600301U2,G39013306003013,391336003013,0.3576415194,0.3807072458,0.3504205089,0.3426805549
G39013300308603086600301U2,G39013306003014,391336003014,0.1391452926,0.1217082131,0.1781410878,0.200248738
G39013300308603086600301U3,G39013306003015,391336003015,1.0,1.0,1.0,1.0
G39013300308603086600302R3,G39013306003021,391336003021,0.56,0.60625,0.6056701031,0.6030150754
G39013300308603086600302R3,G39013306003023,391336003023,0.4399949935,0.39375,0.3943160258,0.3969714021
G39013300308603086600302R3,G39013306004032,391336004032,5.0065e-06,0.0,1.38711e-05,1.35226e-05
G39013300308603086600302U1,G39013306003023,391336003023,1.0,1.0,1.0,1.0
G39013300308603086600302U2,G39013306003022,391336003022,1.0,1.0,1.0,1.0
G39013300308603086600302U3,G39013306003021,391336003021,0.8730251609,0.8953068592,0.9102040816,0.9182692308
G39013300308603086600302U3,G39013306003023,391336003023,0.1269748391,0.1046931408,0.0897959184,0.0817307692
G39013300308603086600302U3,G39013306004032,391336004032,0.0,0.0,0.0,0.0
G39013300308603086600302U4,G39013306003023,391336003023,1.0,1.0,1.0,1.0
G39013300816808168601600R3,G39013306016003,391336016003,1.0,1.0,1.0,1.0
G39013300816808168601600U2,G39013306016004,391336016004,1.0,1.0,1.0,1.0
G39013300816808168601600U3,G39013306016003,391336016003,1.0,1.0,1.0,1.0
G39013300884008826601701R2,G39013306017012,391336017012,0.0,0.0,0.0,0.0
G39013300884008826601701U1,G39013306017011,391336017011,0.0,0.0,0.0,0.0
G39013300884008826601702R2,G39013306017022,391336017022,1.0,1.0,1.0,1.0
G39013300884008826601702R3,G39013306017023,391336017023,1.0,1.0,1.0,1.0
G39013300884008826601702U1,G39013306017021,391336017021,1.0,1.0,1.0,1.0
G39013300884008826601702U2,G39013306017022,391336017022,1.0,1.0,1.0,1.0
G39013300884008826601702U3,G39013306017023,391336017023,1.0,1.0,1.0,1.0
G39013300884099999601400U4,G39013306014004,391336014004,1.0,1.0,1.0,1.0
G39013300884099999601503U1,G39013306015031,391336015031,0.0,0.0,0.0,0.0
G39013300884099999601503U1,G39013306015033,391336015033,0.0,0.0,0.0,0.0
G39013300884099999601701R1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013300884099999601701R2,G39013306017012,391336017012,0.9932759469,0.9921320987,0.9898573106,0.9902630182
G39013300884099999601701R2,G39013306018011,391336018011,0.0067240531,0.0078679013,0.0101426894,0.0097369818
G39013300884099999601701U1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013300884099999601701U2,G39013306017012,391336017012,1.0,1.0,1.0,1.0
G39013300884099999601702R2,G39013306017022,391336017022,1.0,1.0,1.0,1.0
G39013300884099999601702R3,G39013306017023,391336017023,1.0,1.0,1.0,1.0
G39013300884099999601702R3,G39013306018021,391336018021,0.0,0.0,0.0,0.0
G39013300884099999601702U2,G39013306017022,391336017022,1.0,1.0,1.0,1.0
G39013300884099999601702U3,G39013306017023,391336017023,1.0,0.0,1.0,1.0
G39013301361099999600703R1,G39013306007031,391336007031,1.0,1.0,1.0,1.0
G39013301361099999600703R2,G39013306006022,391336006022,0.0,0.0,0.0,0.0
G39013301361099999600703R2,G39013306007031,391336007031,1.0,1.0,1.0,1.0
G39013301361099999600703R2,G39013306007041,391336007041,0.0,0.0,0.0,0.0
G39013301361099999600703R2,G39013306007051,391336007051,0.0,0.0,0.0,0.0
G39013301361099999600703R2,G39013306007061,391336007061,0.0,0.0,0.0,0.0
G39013301361099999600703R2,G39013306011003,391336011003,0.0,0.0,0.0,0.0
G39013301361099999600703U1,G39013306007031,391336007031,0.9986846986,0.9986251276,0.9985548238,0.9985789333
G39013301361099999600703U1,G39013306011003,391336011003,0.0013153014,0.0013748724,0.0014451762,0.0014210667
G39013301361099999600703U2,G39013306007031,391336007031,1.0,1.0,1.0,1.0
G39013302121099999601902R3,G39009908129001,390998129001,0.0018836958,0.0015155881,0.0016688499,0.0016490855
G39013302121099999601902R3,G39009908129002,390998129002,0.0088245635,0.0085523773,0.0107625422,0.0099260752
G39013302121099999601902R3,G39013306019022,391336019022,0.9892917407,0.9899320346,0.987568608,0.9884248393
G39013302121099999601902R9,G39009908129001,390998129001,0.0030519646,0.0031505059,0.0026028245,0.0020800238
G39013302121099999601902R9,G39013306019021,391336019021,0.6071042806,0.5931820072,0.5777145923,0.4811086472
G39013302121099999601902R9,G39013306019022,391336019022,0.3898437548,0.4036674869,0.4196825832,0.516811329
G39013302458499999600705R1,G39013306007031,391336007031,2.74108e-05,3.06337e-05,3.06148e-05,2.95646e-05
G39013302458499999600705R1,G39013306007051,391336007051,0.9999317467,0.9999238847,0.9999266687,0.9999281826
G39013302458499999600705R1,G39013306007061,391336007061,0.0,0.0,0.0,0.0
G39013302458499999600705R1,G39013306011003,391336011003,2.26305e-05,2.5201e-05,2.36689e-05,2.34119e-05
G39013302458499999600705R1,G39013306018012,391336018012,1.8212e-05,2.02806e-05,1.90476e-05,1.88408e-05
G39013302839299999601200U1,G39013306012003,391336012003,0.0,0.0,0.0,0.0
G39013302839299999601200U2,G39013306012001,391336012001,1.0,1.0,1.0,1.0
G39013302839299999601300R2,G39013306013002,391336013002,0.393442623,0.34375,0.380952381,0.3720930233
G39013302839299999601300R2,G39013306013003,391336013003,0.606557377,0.65625,0.619047619,0.6279069767
G39013302839299999601300U1,G39013306013001,391336013001,1.0,1.0,1.0,1.0
G39013302839299999601503U1,G39013306015022,391336015022,0.011769529,0.0150929598,0.0121771027,0.0123331043
G39013302839299999601503U1,G39013306015033,391336015033,0.988230471,0.9849070402,0.9878228973,0.9876668957
G39013302839299999601600R1,G39013306016001,391336016001,0.0,0.0,0.0,0.0
G39013302839299999601600R3,G39013306016003,391336016003,1.0,1.0,1.0,1.0
G39013302839299999601600R4,G39013306012003,391336012003,0.0,0.0,0.0,0.0
G39013302839299999601600R4,G39013306016002,391336016002,1.0,1.0,1.0,1.0
G39013302839299999601600U1,G39013306016001,391336016001,1.0,1.0,1.0,1.0
G39013302839299999601600U2,G39013306012003,391336012003,0.0049916805,0.0065789474,0.0042016807,0.0039370079
G39013302839299999601600U2,G39013306016004,391336016004,0.9950083195,0.9934210526,0.9957983193,0.9960629921
G39013302839299999601600U3,G39013306016003,391336016003,1.0,1.0,1.0,1.0
G39013302839299999601600U4,G39013306016002,391336016002,1.0,1.0,1.0,1.0
G39013302874299999600602R1,G39013306006021,391336006021,1.0,1.0,1.0,1.0
G39013302874299999600602R2,G39013306006022,391336006022,1.0,1.0,1.0,1.0
G39013302944229442600103R1,G39013306001031,391336001031,1.0,1.0,1.0,1.0
G39013302944229442600103R2,G39013306001032,391336001032,1.0,1.0,1.0,1.0
G39013302944229442600103R4,G39013306001022,391336001022,2.23681e-05,2.3502e-05,1.977e-05,1.9006e-05
G39013302944229442600103R4,G39013306001031,391336001031,0.0089622835,0.0094165928,0.0079212947,0.0076151577
G39013302944229442600103R4,G39013306001034,391336001034,0.9910153483,0.9905599052,0.9920589353,0.9923658363
G39013302944229442600602R1,G39013306001034,391336001034,1.0,1.0,1.0,1.0
G39013303565835658600102R1,G39013306001021,391336001021,1.0,1.0,1.0,1.0
G39013303565835658600102R2,G39013306001021,391336001021,1.0,1.0,1.0,1.0
G39013303565835658600102R3,G39013306001022,391336001022,1.0,1.0,1.0,1.0
G39013303567299999600102R1,G39005503120002,390553120002,6.5917e-06,6.2351e-06,7.0141e-06,8.8183e-06
G39013303567299999600102R1,G39013306001021,391336001021,0.9999934083,0.9999937649,0.9999929859,0.9999911817
G39013303567299999600102R3,G39013306001022,391336001022,1.0,1.0,1.0,1.0
G39013303987239872601200U1,G39013306012003,391336012003,1.0,1.0,1.0,1.0
G39013303987239872601200U2,G39013306012001,391336012001,0.017710088,0.0130509097,0.0146826908,0.0144866201
G39013303987239872601200U2,G39013306012002,391336012002,0.982289912,0.9869490903,0.9853173092,0.9855133799
G39013303987239872601200U3,G39013306012004,391336012004,1.0,1.0,1.0,1.0
G39013303987239872601300U1,G39013306013001,391336013001,1.0,1.0,1.0,1.0
G39013303987239872601300U2,G39013306013002,391336013002,0.2216194495,0.2022140221,0.2062827225,0.2116244411
G39013303987239872601300U2,G39013306013003,391336013003,0.3815551537,0.3830258303,0.3910994764,0.3845007452
G39013303987239872601300U2,G39013306013004,391336013004,0.3968253968,0.4147601476,0.402617801,0.4038748137
G39013303987239872601400R2,G39013306014002,391336014002,0.0,0.0,0.0,0.0
G39013303987239872601400U1,G39013306014001,391336014001,1.0,1.0,1.0,1.0
G39013303987239872601400U2,G39013306014002,391336014002,1.0,1.0,1.0,1.0
G39013303987239872601400U3,G39013306014003,391336014003,1.0,1.0,1.0,1.0
G39013303987239872601400U4,G39013306014004,391336014004,1.0,1.0,1.0,1.0
G39013303987239872601400U5,G39013306014004,391336014004,1.0,1.0,1.0,1.0
G39013303987239872601501U1,G39013306015011,391336015011,1.0,1.0,1.0,1.0
G39013303987239872601501U2,G39013306015012,391336015012,1.0,1.0,1.0,1.0
G39013303987239872601502U1,G39013306015021,391336015021,0.5890791595,0.0,0.003235241,0.0048863714
G39013303987239872601502U1,G39013306015022,391336015022,0.2259058237,0.9932432432,0.9956850054,0.9921798631
G39013303987239872601502U1,G39013306015023,391336015023,0.1850150168,0.0067567568,0.0010797536,0.0029337655
G39013303987239872601503U1,G39013306015031,391336015031,0.3888041409,0.5640951011,0.3603415713,0.3702362075
G39013303987239872601503U1,G39013306015032,391336015032,0.3542493187,0.26333737,0.3957273375,0.3956275622
G39013303987239872601503U1,G39013306015033,391336015033,0.2569465404,0.1725675289,0.2439310912,0.2341362303
G39013303987239872601701R1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013303987239872601701U1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013303987239872601701U2,G39013306017012,391336017012,1.0,1.0,1.0,1.0
G39013304718047180600200R1,G39013306002001,391336002001,1.0,1.0,1.0,1.0
G39013304718047180600200R4,G39013306002001,391336002001,1.0,1.0,1.0,1.0
G39013304719499999600200R2,G39013306001021,391336001021,0.0002093366,0.0001923351,0.0001948494,0.0001981002
G39013304719499999600200R2,G39013306002002,391336002002,0.9973234327,0.9974407524,0.9975063507,0.9975595616
G39013304719499999600200R2,G39013306003011,391336003011,0.0024672307,0.0023669125,0.0022987999,0.0022423382
G39013304719499999600200R3,G39013306002003,391336002003,1.0,1.0,1.0,1.0
G39013304719499999600200R4,G39013306002001,391336002001,1.0,1.0,1.0,1.0
G39013305105851058602100U2,G39013306021002,391336021002,1.0,1.0,1.0,1.0
G39013305105851058602100U3,G39013306021004,391336021004,1.0,1.0,1.0,1.0
G39013305385899999600102R1,G39013306001021,391336001021,0.0,0.0,0.0,0.0
G39013305385899999600103R2,G39013306001032,391336001032,1.0,1.0,1.0,1.0
G39013305385899999600103R3,G39013306001033,391336001033,0.9945589983,0.9941138353,0.9946813035,0.9944178697
G39013305385899999600103R3,G39015509306001,391559306001,0.0034856923,0.0038136421,0.0033704045,0.0034455844
G39013305385899999600103R3,G39015509306003,391559306003,0.0019553094,0.0020725227,0.001948292,0.0021365459
G39013305385899999600103R4,G39013306001034,391336001034,1.0,1.0,1.0,1.0
G39013305966899999600706R1,G39013306007061,391336007061,1.0,1.0,1.0,1.0
G39013305966899999600706R2,G39009908128002,390998128002,0.0001992399,0.0001833975,0.0001900898,0.0001844044
G39013305966899999600706R2,G39013306007061,391336007061,0.9997587967,0.9997780688,0.999775581,0.9997822931
G39013305966899999600706R2,G39015509335002,391559335002,4.19634e-05,3.85337e-05,3.43293e-05,3.33025e-05
G39013305982299999600704R1,G39013306007031,391336007031,0.0,0.0,0.0,0.0
G39013305982299999600704R1,G39013306007041,391336007041,0.9870165959,0.9867265103,0.9877608776,0.9880363395
G39013305982299999600704R1,G39013306007061,391336007061,0.0,0.0,0.0,0.0
G39013305982299999600704R1,G39015509335002,391559335002,0.0054851032,0.0062414159,0.0060816674,0.0059906956
G39013305982299999600704R1,G39015509335003,391559335003,0.0074983009,0.0070320738,0.006157455,0.0059729649
G39013305982299999600704R1,G39015509337001,391559337001,0.0,0.0,0.0,0.0
G39013305982299999600704U1,G39013306007041,391336007041,0.9746373949,0.9762576104,0.9750029313,0.9738551067
G39013305982299999600704U1,G39015509335003,391559335003,0.0253626051,0.0237423896,0.0249970687,0.0261448933
G39013306545299999602000R1,G39013306020003,391336020003,1.0,1.0,1.0,1.0
G39013306545299999602000R2,G39013306020002,391336020002,1.0,1.0,1.0,1.0
G39013306545299999602000R3,G39013306020003,391336020003,1.0,1.0,1.0,1.0
G39013306545299999602000R4,G39013306020004,391336020004,1.0,1.0,1.0,1.0
G39013306545299999602000R5,G39013306020001,391336020001,1.0,1.0,1.0,1.0
G39013306559265592600800U1,G39013306008001,391336008001,1.0,1.0,1.0,1.0
G39013306559265592600800U2,G39013306008001,391336008001,7.31995e-05,9.58003e-05,6.47741e-05,6.08262e-05
G39013306559265592600800U2,G39013306008002,391336008002,0.9999268005,0.9999041997,0.9999352259,0.9999391738
G39013306559265592600800U3,G39013306008003,391336008003,1.0,1.0,1.0,1.0
G39013306559265592600901U1,G39013306009011,391336009011,1.0,1.0,1.0,1.0
G39013306559265592600901U2,G39013306009012,391336009012,1.0,1.0,1.0,1.0
G39013306559265592600901U3,G39013306009013,391336009013,0.0,0.0,0.0,0.0
G39013306559265592600901U4,G39013306009014,391336009014,1.0,1.0,1.0,1.0
G39013306559265592600902U1,G39013306009021,391336009021,1.0,1.0,1.0,1.0
G39013306559265592600902U2,G39013306009022,391336009022,1.0,1.0,1.0,1.0
G39013306559265592600902U3,G39013306009023,391336009023,1.0,1.0,1.0,1.0
G39013306559265592600902U4,G39013306009024,391336009024,1.0,1.0,1.0,1.0
G39013306559265592601000U1,G39013306010001,391336010001,1.0,1.0,1.0,1.0
G39013306559265592601000U2,G39013306010001,391336010001,0.0644444444,0.0615384615,0.0609756098,0.0584269663
G39013306559265592601000U2,G39013306010002,391336010002,0.9355555556,0.9384615385,0.9390243902,0.9415730337
G39013306559265592601000U3,G39013306010003,391336010003,1.0,1.0,1.0,1.0
G39013306559265592601100R1,G39013306011003,391336011003,0.0,0.0,0.0,0.0
G39013306559265592601100R2,G39013306011001,391336011001,1.0,1.0,1.0,1.0
G39013306559265592601100U1,G39013306011003,391336011003,1.0,1.0,1.0,1.0
G39013306560699999600800U1,G39013306008001,391336008001,1.0,1.0,1.0,1.0
G39013306560699999600800U3,G39013306008003,391336008003,1.0,1.0,1.0,1.0
G39013306560699999600901U2,G39013306009012,391336009012,1.0,1.0,1.0,1.0
G39013306560699999600901U3,G39013306009013,391336009013,1.0,1.0,1.0,1.0
G39013306560699999600901U4,G39013306009014,391336009014,1.0,1.0,1.0,1.0
G39013306560699999600902U3,G39013306009023,391336009023,1.0,1.0,1.0,1.0
G39013306560699999600902U4,G39013306009024,391336009024,1.0,1.0,1.0,1.0
G39013306560699999601000U1,G39013306010001,391336010001,1.0,1.0,1.0,1.0
G39013306560699999601000U3,G39013306010003,391336010003,1.0,1.0,1.0,1.0
G39013306560699999601100R1,G39013306007031,391336007031,0.0,0.0,0.0,0.0
G39013306560699999601100R1,G39013306011003,391336011003,1.0,1.0,1.0,1.0
G39013306560699999601100R2,G39013306011001,391336011001,1.0,1.0,1.0,1.0
G39013306560699999601100R3,G39013306011002,391336011002,1.0,1.0,1.0,1.0
G39013306560699999601100U1,G39013306011003,391336011003,1.0,1.0,1.0,1.0
G39013306560699999601100U2,G39013306011001,391336011001,1.0,1.0,1.0,1.0
G39013306560699999601100U3,G39013306011002,391336011002,1.0,1.0,1.0,1.0
G39013306839299999601801R1,G39013306017012,391336017012,0.0128074469,0.0133007985,0.0126227996,0.0114238798
G39013306839299999601801R1,G39013306018011,391336018011,0.9871925531,0.9866992015,0.9873772004,0.9885761202
G39013306839299999601801R3,G39013306011003,391336011003,0.0,0.0,0.0,0.0
G39013306839299999601801R3,G39013306018012,391336018012,1.0,1.0,1.0,1.0
G39013306839299999601801U1,G39013306018011,391336018011,1.0,1.0,1.0,1.0
G39013306839299999601801U2,G39013306018011,391336018011,1.0,1.0,1.0,1.0
G39013306839299999601801U3,G39013306018012,391336018012,1.0,1.0,1.0,1.0
G39013306839299999601802R1,G39013306018021,391336018021,1.0,1.0,1.0,1.0
G39013306839299999601802R2,G39013306018022,391336018022,1.0,1.0,1.0,1.0
G39013306839299999601802U2,G39013306018022,391336018022,1.0,1.0,1.0,1.0
G39013307173199999600500R2,G39013306005002,391336005002,1.0,1.0,1.0,1.0
G39013307173199999600500R3,G39013306004032,391336004032,0.0002909178,0.0003648884,0.0004905673,0.0004677176
G39013307173199999600500R3,G39013306005004,391336005004,0.9997090822,0.9996351116,0.9995094327,0.9995322824
G39013307173199999600500R4,G39013306004022,391336004022,7.24019e-05,7.41704e-05,9.0554e-05,8.72078e-05
G39013307173199999600500R4,G39013306005003,391336005003,0.9999275981,0.9999258296,0.999909446,0.9999127922
G39013307173199999600500R5,G39013306005005,391336005005,1.0,1.0,1.0,1.0
G39013307173199999600500U1,G39013306005001,391336005001,1.0,1.0,1.0,1.0
G39013307173199999600500U3,G39013306005004,391336005004,1.0,1.0,1.0,1.0
G39013307501475014600401R9,G39013306004011,391336004011,0.4782608696,0.4259259259,0.5290322581,0.6171171171
G39013307501475014600401R9,G39013306004012,391336004012,0.5217391304,0.5740740741,0.4709677419,0.3828828829
G39013307501475014600401U1,G39013306004011,391336004011,0.0014869888,0.0,0.0042553191,0.0062761506
G39013307501475014600401U1,G39013306004013,391336004013,0.9985130112,1.0,0.9957446809,0.9937238494
G39013307501475014600401U9,G39013306004011,391336004011,0.6289355322,0.6263586957,0.6468010517,0.61328125
G39013307501475014600401U9,G39013306004012,391336004012,0.3710644678,0.3736413043,0.3531989483,0.38671875
G39013307501475014600402R1,G39013306004021,391336004021,1.0,1.0,1.0,1.0
G39013307501475014600402R2,G39013306004022,391336004022,1.0,1.0,1.0,1.0
G39013307501475014600402U1,G39013306004021,391336004021,1.0,1.0,1.0,1.0
G39013307501475014600402U2,G39013306004022,391336004022,1.0,1.0,1.0,1.0
G39013307501475014600403R9,G39013306004032,391336004032,1.0,1.0,1.0,1.0
G39013307501475014600403U3,G39013306004033,391336004033,1.0,1.0,1.0,1.0
G39013307501475014600403U4,G39013306004034,391336004034,1.0,1.0,1.0,1.0
G39013307501475014600403U5,G39013306004031,391336004031,1.0,1.0,1.0,1.0
G39013307501475014600403U9,G39013306004032,391336004032,1.0,1.0,1.0,1.0
G39013307518999999602100R1,G39013306021001,391336021001,1.0,1.0,1.0,1.0
G39013307518999999602100R3,G39013306017023,391336017023,0.0,0.0,0.0,0.0
G39013307518999999602100R3,G39013306021004,391336021004,1.0,1.0,1.0,1.0
G39013307518999999602100R4,G39013306021004,391336021004,1.0,1.0,1.0,1.0
G39013307518999999602100R5,G39013306021003,391336021003,1.0,1.0,1.0,1.0
G39013307518999999602100U1,G39013306021001,391336021001,1.0,1.0,1.0,1.0
G39013307518999999602100U2,G39013306021002,391336021002,1.0,1.0,1.0,1.0
G39013307518999999602100U3,G39013306021004,391336021004,1.0,1.0,1.0,1.0
G39013307518999999602100U4,G39013306021004,391336021004,1.0,1.0,1.0,1.0
G39013307518999999602100U5,G39013306021003,391336021003,1.0,1.0,1.0,1.0
G39013307519675196600402R1,G39013306004021,391336004021,1.0,1.0,1.0,1.0
G39013307519675196600402U1,G39013306004021,391336004021,1.0,1.0,1.0,1.0
G39013307610676106601701R1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013307610676106601701U1,G39013306017011,391336017011,1.0,1.0,1.0,1.0
G39013308594685946600603R2,G39013306006032,391336006032,0.9707902687,0.9716684698,0.9728400744,0.975426734
G39013308594685946600603R2,G39015509337001,391559337001,0.0292097313,0.0283315302,0.0271599256,0.024573266
G39013308594685946600603U1,G39013306006031,391336006031,1.0,1.0,1.0,1.0
G39013308594685946600603U2,G39013306006032,391336006032,1.0,1.0,1.0,1.0
G39013308596099999600603R2,G39013306006032,391336006032,0.9978695507,0.9976943759,0.9974285343,0.9975070523
G39013308596099999600603R2,G39015509337001,391559337001,0.0021304493,0.0023056241,0.0025714657,0.0024929477
G39013308596099999600603U2,G39013306006032,391336006032,1.0,1.0,1.0,1.0
G39013502210699999460100R2,G39013504501001,391354501001,0.0,0.0,0.0,0.0
G39013502210699999460100R2,G39013504601002,391354601002,1.0,1.0,1.0,1.0
G39013502210699999460100R2,G39013504701011,391354701011,0.0,0.0,0.0,0.0
G39013502423424234450100R1,G39013504501001,391354501001,1.0,1.0,1.0,1.0
G39013502423424234450100R2,G39013504501002,391354501002,1.0,1.0,1.0,1.0
G39013502423424234450100U1,G39013504501001,391354501001,1.0,1.0,1.0,1.0
G39013502423424234450100U2,G39013504501002,391354501002,1.0,1.0,1.0,1.0
G39013502423424234455000R1,G39013504550021,391354550021,1.0,1.0,1.0,1.0
G39013502423424234455000R7,G39013504550011,391354550011,1.0,1.0,1.0,1.0
G39013502423424234455000U1,G39013504550021,391354550021,1.0,1.0,1.0,1.0
G39013502423424234455000U2,G39013504550022,391354550022,1.0,1.0,1.0,1.0
G39013502423424234455000U3,G39013504550024,391354550024,0.9500347209,0.9611836435,0.9331054238,0.924410034
G39013502423424234455000U3,G39013504550025,391354550025,0.0499652791,0.0388163565,0.0668945762,0.075589966
G39013502423424234455000U4,G39013504550023,391354550023,1.0,1.0,1.0,1.0
G39013502423424234455000U5,G39013504550024,391354550024,0.0097254182,0.0129209128,0.0074680505,0.0068984534
G39013502423424234455000U5,G39013504550025,391354550025,0.9902745818,0.9870790872,0.9925319495,0.9931015466
G39013502423424234455000U6,G39013504550012,391354550012,1.0,1.0,1.0,1.0
G39013502423424234455000U7,G39013504550011,391354550011,1.0,1.0,1.0,1.0
G39013502948499999470100R1,G39013504701011,391354701011,0.4439420215,0.4361919374,0.4419305425,0.421158089
G39013502948499999470100R1,G39013504701012,391354701012,0.4802921301,0.4882283578,0.4818795413,0.5086484116
G39013502948499999470100R1,G39013504701021,391354701021,0.0757658484,0.0755797048,0.0761899161,0.0701934994
G39013502948499999470100R2,G39013504701021,391354701021,1.0,1.0,1.0,1.0
G39013502948499999470100R4,G39013504701012,391354701012,1.0,1.0,1.0,1.0
G39013502948499999470100R4,G39013504701022,391354701022,0.0,0.0,0.0,0.0
G39013503148631472480100R1,G39013504801002,391354801002,1.0,1.0,1.0,1.0
G39013503148631472480100R2,G39013504401002,391354401002,0.0,0.0,0.0,0.0
G39013503148631472480100R2,G39013504801003,391354801003,1.0,1.0,1.0,1.0
G39013503148683216480100R3,G39013504801001,391354801001,1.0,1.0,1.0,1.0
G39013503148699999480100R1,G39013504801002,391354801002,1.0,1.0,1.0,1.0
G39013503148699999480100R2,G39013504401002,391354401002,0.0030769231,0.004950495,0.0040816327,0.004
G39013503148699999480100R2,G39013504801003,391354801003,0.9969230769,0.995049505,0.9959183673,0.996
G39013503148699999480100R3,G39013504801001,391354801001,1.0,1.0,1.0,1.0
G39013503399242938420100R1,G39013504201001,391354201001,1.0,1.0,1.0,1.0
G39013503399242938420100R3,G39013504201003,391354201003,1.0,1.0,1.0,1.0
G39013503399242938420100R4,G39013504201004,391354201004,1.0,1.0,1.0,1.0
G39013503399279898420100R2,G39013504201002,391354201002,1.0,1.0,1.0,1.0
G39013503399299999420100R1,G39013504101002,391354101002,0.0,0.0,0.0,0.0
G39013503399299999420100R1,G39013504201001,391354201001,1.0,1.0,1.0,1.0
G39013503399299999420100R2,G39013504201002,391354201002,1.0,1.0,1.0,1.0
G39013503399299999420100R3,G39013504201003,391354201003,1.0,1.0,1.0,1.0
G39013503399299999420100R4,G39013504101002,391354101002,0.0,0.0,0.0,0.0
G39013503399299999420100R4,G39013504201004,391354201004,1.0,1.0,1.0,1.0
G39013503759016700460100R3,G39013504601003,391354601003,1.0,1.0,1.0,1.0
G39013503759099999460100R2,G39013504601002,391354601002,1.0,1.0,1.0,1.0
G39013503759099999460100R3,G39013504601003,391354601003,1.0,1.0,1.0,1.0
G39013503801099999460100R1,G39013504601001,391354601001,1.0,1.0,1.0,1.0
G39013503801099999460100U1,G39013504601001,391354601001,1.0,1.0,1.0,1.0
G39013503878055188400100R1,G39013504001001,391354001001,1.0,1.0,1.0,1.0
