bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G39008502027003,390852027003,G39008502027003,390852027003,1,1,1,1,1,1
G39008502027004,390852027004,G39008502027001,390852027001,1.8136179e-5,1.8502803e-5,1.8387688e-5,1.9490493e-5,1.7871637e-5,2.3191566e-5
G39008502027004,390852027004,G39008502027003,390852027003,0.999981863821,0.999981497197,0.999981612312,0.999980509507,0.999982128363,0.999976808434
G39008502028001,390852028001,G39008502028001,390852028001,0.827888446215,0.821792260692,0.815352697095,0.836898395722,0.814,0.856752773711
G39008502028001,390852028001,G39008502028003,390852028003,0.172111553785,0.178207739308,0.184647302905,0.163101604278,0.186,0.143247226289
G39008502028002,390852028002,G39008502028002,390852028002,1,1,1,1,1,1
G39008502028003,390852028003,G39008502028003,390852028003,1,1,1,1,1,1
G39008502028004,390852028004,G39008502028004,390852028004,1,1,1,1,1,1
G39008502029001,390852029001,G39008502029012,390852029012,0.516711833785,0.533034714446,0.522504892368,0.51677852349,0.518587360595,0.5351323676
G39008502029001,390852029001,G39008502029011,390852029011,0.483288166215,0.466965285554,0.477495107632,0.48322147651,0.481412639405,0.4648676324
G39008502029002,390852029002,G39008502029012,390852029012,1,1,1,1,1,1
G39008502029003,390852029003,G39008502029021,390852029021,1,1,1,1,1,1
G39008502029004,390852029004,G39008502029013,390852029013,0.767100977199,0.763333333333,0.758706467662,0.747851002865,0.759213759214,0.535277107035
G39008502029004,390852029004,G39008502029011,390852029011,0.232899022801,0.236666666667,0.241293532338,0.252148997135,0.240786240786,0.464722892965
G39008502029005,390852029005,G39008502029013,390852029013,0.349214394323,0.355614973262,0.371794871795,0.354166666667,0.376912378303,0.375469910694
G39008502029005,390852029005,G39008502029011,390852029011,0.650785605677,0.644385026738,0.628205128205,0.645833333333,0.623087621697,0.624530089306
G39008502030001,390852030001,G39008502030001,390852030001,1,1,1,1,1,1
G39008502030002,390852030002,G39008502030002,390852030002,1,1,1,1,1,1
G39008502030003,390852030003,G39008502030003,390852030003,0.631825273011,0.639112903226,0.65974025974,0.623853211009,0.669182389937,0.534298246692
G39008502030003,390852030003,G39008502030001,390852030001,0.368174726989,0.360887096774,0.34025974026,0.376146788991,0.330817610063,0.465701753308
G39008502030004,390852030004,G39008502030004,390852030004,1,1,1,1,1,1
G39008502032001,390852032001,G39008502032001,390852032001,1,1,1,1,1,1
G39008502032002,390852032002,G39008502032002,390852032002,1,1,1,1,1,1
G39008502032003,390852032003,G39008502032001,390852032001,0.280583029672,0.26125,0.276286353468,0.276008492569,0.283,0.215031901503
G39008502032003,390852032003,G39008502032003,390852032003,0.719416970328,0.73875,0.723713646532,0.723991507431,0.717,0.784968098497
G39008502034001,390852034001,G39008502034001,390852034001,0.812192723697,0.825276645312,0.82683982684,0.793372319688,0.827586206897,0.556819103652
G39008502034001,390852034001,G39008502034002,390852034002,0.187729334993,0.174652809522,0.17310041209,0.206547818508,0.172357789829,0.44312112272
G39008502034001,390852034001,G39008502035001,390852035001,7.794131e-5,7.0545166e-5,5.976107e-5,7.9861803e-5,5.6003275e-5,5.9773629e-5
G39008502034002,390852034002,G39008502034003,390852034003,0.735072176341,0.732706445619,0.744084890612,0.711084751136,0.752156512141,0.555701286518
G39008502034002,390852034002,G39008502034001,390852034001,2.7161407e-5,2.7973247e-5,2.9746031e-5,2.6359975e-5,3.007678e-5,3.3676898e-5
G39008502034002,390852034002,G39008502034002,390852034002,0.264900662252,0.267265581134,0.255885363357,0.288888888889,0.247813411079,0.444265036583
G39008502035001,390852035001,G39008502035004,390852035004,0.272112382934,0.276203032301,0.287114845938,0.277966101695,0.283018867925,0.339511659031
G39008502035001,390852035001,G39008502035001,390852035001,0.638397502601,0.63810151615,0.621848739496,0.635593220339,0.625336927224,0.573565230423
G39008502035001,390852035001,G39008502035003,390852035003,0.089490114464,0.085695451549,0.091036414566,0.086440677966,0.091644204852,0.086854007655
G39008502035001,390852035001,G39008502037002,390852037002,0,0,0,0,0,6.910289e-5
G39008502035002,390852035002,G39008502035002,390852035002,1,1,1,1,1,1
G39008502035003,390852035003,G39008502035003,390852035003,1,1,1,1,1,1
G39008502035004,390852035004,G39008502035004,390852035004,1,1,1,1,1,1
G39008502037001,390852037001,G39008502037001,390852037001,1,1,1,1,1,1
G39008502037002,390852037002,G39008502037002,390852037002,0.603715170279,0.61876247505,0.628571428571,0.59,0.643382352941,0.738166217987
G39008502037002,390852037002,G39008502035001,390852035001,0,0,0,0,0,1.77730192e-4
G39008502037002,390852037002,G39008502037003,390852037003,0.396284829721,0.38123752495,0.371428571429,0.41,0.356617647059,0.26165605182
G39008502037003,390852037003,G39008502037003,390852037003,0.875590551181,0.882119205298,0.881450488145,0.852226720648,0.883838383838,0.613428121265
G39008502037003,390852037003,G39008502037002,390852037002,0.124409448819,0.117880794702,0.118549511855,0.147773279352,0.116161616162,0.386571878735
G39008502040001,390852040001,G39008502040003,390852040003,1,1,1,1,1,0.923728569647
G39008502040001,390852040001,G39008502040002,390852040002,0,0,0,0,0,0.076271430353
G39008502040002,390852040002,G39008502040003,390852040003,1,1,1,1,1,1
G39008502040003,390852040003,G39008502040003,390852040003,0.468639053254,0.468018720749,0.470744680851,0.458333333333,0.454138702461,0.434931024665
G39008502040003,390852040003,G39008502040001,390852040001,0.531360946746,0.531981279251,0.529255319149,0.541666666667,0.545861297539,0.565068975335
G39008502040004,390852040004,G39008502040002,390852040002,0.832244008715,0.851315789474,0.857142857143,0.841463414634,0.848739495798,0.969838654675
G39008502040004,390852040004,G39008502040001,390852040001,0.167755991285,0.148684210526,0.142857142857,0.158536585366,0.151260504202,0.030161345325000002
G39008502042001,390852042001,G39008502042002,390852042002,0,0,0,0,0,0.043808870403
G39008502042001,390852042001,G39008502042001,390852042001,0.987165775401,0.983633387889,0.985454545455,0.985645933014,0.986842105263,0.931836698099
G39008502042001,390852042001,G39008502042004,390852042004,0.012834224599,0.016366612111,0.014545454545,0.014354066986,0.013157894737,0.024354431498
G39008502042002,390852042002,G39008502042002,390852042002,1,1,1,1,1,1
G39008502042003,390852042003,G39008502042003,390852042003,1,1,1,1,1,1
G39008502042004,390852042004,G39008502042002,390852042002,0,0,0,0,0,0.002284895565
G39008502042004,390852042004,G39008502042003,390852042003,0,0,0,0,0,0.021691373075
G39008502042004,390852042004,G39008502042004,390852042004,1,1,1,1,1,0.97602373136
G39008502043011,390852043011,G39008502043031,390852043031,1,1,1,1,1,0.999863639952
G39008502043011,390852043011,G39008502043044,390852043044,0,0,0,0,0,1.36360048e-4
G39008502043021,390852043021,G39008502043041,390852043041,1,1,1,1,1,1
G39008502043022,390852043022,G39008502043044,390852043044,0.46511627907,0.485941320293,0.456475583864,0.465231788079,0.462376237624,0.681624757637
G39008502043022,390852043022,G39008502043041,390852043041,0.080980066445,0.084963325183,0.07855626327,0.077814569536,0.075247524752,0.08964982996
G39008502043022,390852043022,G39008502047001,390852047001,0,0,0,0,0,0.002660807013
G39008502043022,390852043022,G39008502043043,390852043043,0.453903654485,0.429095354523,0.464968152866,0.456953642384,0.462376237624,0.226064605389
G39008502043023,390852043023,G39008502043044,390852043044,0.378265808406,0.376315789474,0.366771159875,0.34008683068,0.38076545633,0.309130029321
G39008502043023,390852043023,G39008502043042,390852043042,0.621734191594,0.623684210526,0.633228840125,0.65991316932,0.61923454367,0.690869970679
G39008502044001,390852044001,G39008502044001,390852044001,1,1,1,1,1,1
G39008502044002,390852044002,G39008502044002,390852044002,1,1,1,1,1,1
G39008502044003,390852044003,G39008502044003,390852044003,0.973482205164,0.962189054726,0.953578336557,0.973607038123,0.954545454545,0.94185781623
G39008502044003,390852044003,G39008502044002,390852044002,0.026517794836,0.037810945274,0.046421663443,0.026392961877,0.045454545455,0.05814218377
G39008502045001,390852045001,G39008502045001,390852045001,0.937272064187,0.936432637571,0.906493506494,0.910526315789,0.898648648649,0.878724216082
G39008502045001,390852045001,G39008502045002,390852045002,0.062727935813,0.063567362429,0.093506493506,0.089473684211,0.101351351351,0.121275783918
G39008502045002,390852045002,G39008502045002,390852045002,1,1,1,1,1,1
G39008502045003,390852045003,G39008502045003,390852045003,0.999886719394,0.999911102032,0.999944637875,0.999904155946,0.999937245622,0.999678294466
G39008502045003,390852045003,G39008502043041,390852043041,1.13280606e-4,8.8897968e-5,5.5362125e-5,9.5844054e-5,6.2754378e-5,3.21705534e-4
G39008502047001,390852047001,G39008502047001,390852047001,1,1,1,1,1,1
G39008502047002,390852047002,G39008502043031,390852043031,0.055172413793,0.055858310627,0.070719602978,0.039138943249,0.076372315036,0.021958879918
G39008502047002,390852047002,G39008502047002,390852047002,0.944827586207,0.944141689373,0.929280397022,0.960861056751,0.923627684964,0.978041120082
G39008502047003,390852047003,G39008502047001,390852047001,0.154113557358,0.14230271668800001,0.119158878505,0.154135338346,0.116331096197,0.212898301468
G39008502047003,390852047003,G39008502047003,390852047003,0.845886442642,0.857697283312,0.880841121495,0.845864661654,0.883668903803,0.787101698532
G39008502048001,390852048001,G39008502048001,390852048001,0.982259018332,0.982596084119,0.984555984556,0.979338842975,0.980906921241,0.965118155877
G39008502048001,390852048001,G39008502048004,390852048004,0.017740981668,0.017403915881,0.015444015444,0.020661157025,0.019093078759,0.034881844123
G39008502048002,390852048002,G39008502048003,390852048003,1,1,1,1,1,0.98762115237400006
G39008502048002,390852048002,G39008502048002,390852048002,0,0,0,0,0,0.012378847626
G39008502048003,390852048003,G39008502048004,390852048004,0.473316912972,0.426978818283,0.431991294886,0.459970887918,0.431106471816,0.113174794348
G39008502048003,390852048003,G39008502048002,390852048002,0.52668276942,0.57302075045,0.568008143858,0.540028736685,0.568892989776,0.886817910661
G39008502048003,390852048003,G39008502048001,390852048001,3.17608e-7,4.31266e-7,5.61256e-7,3.75396e-7,5.38408e-7,7.294991e-6
G39008502049001,390852049001,G39008502049001,390852049001,1,1,1,1,1,0.999251804381
G39008502049001,390852049001,G39008502044001,390852044001,0,0,0,0,0,7.48195619e-4
G39008502049002,390852049002,G39008502049003,390852049003,0.042152466368,0.045248868778,0.050884955752,0.040247678019,0.050314465409,0.036550792817
G39008502049002,390852049002,G39008502049002,390852049002,0.957847533632,0.954751131222,0.949115044248,0.959752321981,0.949685534591,0.963449207183
G39008502049003,390852049003,G39008502049003,390852049003,1,1,1,1,1,1
G39008502050011,390852050011,G39008502050011,390852050011,1,1,1,1,1,1
G39008502050012,390852050012,G39008502050012,390852050012,0.645814167433,0.634673065387,0.61394769614,0.645305514158,0.609223300971,0.645729496272
G39008502050012,390852050012,G39008502050013,390852050013,0.354185832567,0.365326934613,0.38605230386,0.354694485842,0.390776699029,0.354270503728
G39008502050013,390852050013,G39008502050013,390852050013,0.821611551001,0.817724701446,0.822942643392,0.812598425197,0.825567502987,0.714728441452
G39008502050013,390852050013,G39008502050012,390852050012,0.178388448999,0.182275298554,0.177057356608,0.187401574803,0.174432497013,0.285271558548
G39008502050021,390852050021,G39008502050021,390852050021,0.838332114119,0.835315645014,0.839319470699,0.839901477833,0.840579710145,0.699734102124
G39008502050021,390852050021,G39008502050023,390852050023,0.161667885881,0.164684354986,0.160680529301,0.160098522167,0.159420289855,0.300265897876
G39008502050022,390852050022,G39008502050022,390852050022,1,1,1,1,1,1
G39008502050023,390852050023,G39008502050022,390852050022,0.387978142077,0.388502842704,0.389929742389,0.360424028269,0.384357541899,0.316058068823
G39008502050023,390852050023,G39008502050024,390852050024,0.332339791356,0.354390397979,0.387587822014,0.335689045936,0.39217877095,0.160065439024
G39008502050023,390852050023,G39008502050023,390852050023,0.279682066567,0.257106759318,0.222482435597,0.303886925795,0.223463687151,0.523876492154
G39008502050024,390852050024,G39008502050024,390852050024,0.603388141505,0.571625344353,0.575208913649,0.59585492228,0.567204301075,0.581951843092
G39008502050024,390852050024,G39008502050023,390852050023,0,0,0,0,0,0.003614824356
G39008502050024,390852050024,G39008502050021,390852050021,0.210762331839,0.224517906336,0.215877437326,0.214162348877,0.215053763441,0.11668285214100001
G39008502050024,390852050024,G39008502050022,390852050022,0.185849526657,0.203856749311,0.208913649025,0.189982728843,0.217741935484,0.297750480412
G39008502051001,390852051001,G39008502051003,390852051003,0.478800655891,0.451662092101,0.439246658566,0.448379804069,0.439273552781,0.7229868033
G39008502051001,390852051001,G39008502051002,390852051002,0.521199344109,0.548337907899,0.560753341434,0.551620195931,0.560726447219,0.2770131967
G39008502051002,390852051002,G39008502051001,390852051001,1,1,1,1,1,1
G39008502052001,390852052001,G39008502052001,390852052001,0.958935361217,0.955752212389,0.952,0.962864721485,0.955056179775,0.98936926643
G39008502052001,390852052001,G39008502052002,390852052002,0.041064638783,0.044247787611,0.048,0.037135278515,0.044943820225,0.01063073357
G39008502052002,390852052002,G39008502052002,390852052002,1,1,1,1,1,0.999780322992
G39008502052002,390852052002,G39008502052001,390852052001,0,0,0,0,0,2.19677008e-4
G39008502053001,390852053001,G39008502053001,390852053001,1,1,1,1,1,1
G39008502053002,390852053002,G39008502053002,390852053002,1,1,1,1,1,1
G39008502054001,390852054001,G39008502054001,390852054001,0.977613216853,0.976778213276,0.98093602831,0.97993652559,0.981571542354,0.980980696345
G39008502054001,390852054001,G39008502063001,390852063001,0.011742417806,0.010436954305,0.008427910992,0.00975801452,0.007932938442,0.004764563967
G39008502054001,390852054001,G39008502063004,390852063004,0.005875982467,0.006602539759,0.005492838023,0.004285859142,0.005170242774,0.002157067366
G39008502054001,390852054001,G39008502053002,390852053002,0.004768382874,0.006182292661,0.005143222674,0.006019600748,0.005325276429,0.012097672322
G39008502057011,390852057011,G39008502057011,390852057011,1,1,1,1,1,1
G39008502057012,390852057012,G39008502057012,390852057012,0.957255343082,0.954054054054,0.963133640553,0.954732510288,0.957356076759,0.770435940515
G39008502057012,390852057012,G39008502057014,390852057014,0.042744656918,0.045945945946,0.036866359447,0.045267489712,0.042643923241,0.229564059485
G39008502057013,390852057013,G39008502057013,390852057013,0.921140939597,0.909992912828,0.92776203966,0.930830039526,0.924648786718,0.663101803876
G39008502057013,390852057013,G39008502057014,390852057014,0.078859060403,0.090007087172,0.07223796034,0.069169960474,0.075351213282,0.336898196124
G39008502057014,390852057014,G39008502057014,390852057014,1,1,1,1,1,1
G39008502057021,390852057021,G39008502057021,390852057021,1,1,1,1,1,1
G39008502057022,390852057022,G39008502057021,390852057021,0,0,0,0,0,6.70663535e-4
G39008502057022,390852057022,G39008502057022,390852057022,1,1,1,1,1,0.999329336465
G39008502058001,390852058001,G39008502058001,390852058001,1,1,1,1,1,1
G39008502059001,390852059001,G39008502067004,390852067004,0.999115044248,0.998905908096,0.997333333333,1,0.995037220844,0.991302777607
G39008502059001,390852059001,G39008502061001,390852061001,8.84955752e-4,0.001094091904,0.002666666667,0,0.004962779156,0.008697222393
G39008502060001,390852060001,G39008502067002,390852067002,0.736111111111,0.704114957544,0.84110787172,0.845265588915,0.841746248295,0.726503904972
G39008502060001,390852060001,G39008502067003,390852067003,0.066872427984,0.08360548661,0.016034985423,0.016166281755,0.016371077763,0.037947831577
G39008502060001,390852060001,G39008502067004,390852067004,0.197016460905,0.212279555846,0.142857142857,0.13856812933,0.141882673943,0.235548263451
G39008502060002,390852060002,G39008502067001,390852067001,0.517394054396,0.512174643157,0.509001636661,0.518072289157,0.508176100629,0.567528356286
G39008502060002,390852060002,G39008502067003,390852067003,0.482605945604,0.487825356843,0.490998363339,0.481927710843,0.491823899371,0.432471643714
G39008502060003,390852060003,G39008502067001,390852067001,0.359556227937,0.361454046639,0.350993377483,0.350282485876,0.348754448399,0.457668350253
G39008502060003,390852060003,G39008502067003,390852067003,0.640443772063,0.638545953361,0.649006622517,0.649717514124,0.651245551601,0.542331649747
G39008502061001,390852061001,G39008502061002,390852061002,0.282663316583,0.29987400252,0.31184528606,0.28903654485,0.321995464853,0.428860702465
G39008502061001,390852061001,G39008502061001,390852061001,0.717336683417,0.70012599748,0.68815471394,0.71096345515,0.678004535147,0.571139297535
G39008502062001,390852062001,G39008502062001,390852062001,1,1,1,1,1,0.999526856976
G39008502062001,390852062001,G39008502043044,390852043044,0,0,0,0,0,4.73143024e-4
G39008502063001,390852063001,G39008502063002,390852063002,0,0,0,0,0,0.008178628245
G39008502063001,390852063001,G39008502063001,390852063001,0.997783041232,0.997773102278,0.997873343677,0.997574011013,0.997917289379,0.969284076414
G39008502063001,390852063001,G39008502053001,390852053001,0,0,0,0,0,0.007659982301
G39008502063001,390852063001,G39008502054001,390852054001,0.001898505708,0.001923387175,0.001839740885,0.002043435069,0.001811516577,0.014788255163
G39008502063001,390852063001,G39008502063004,390852063004,3.1845306e-4,3.03510547e-4,2.86915438e-4,3.82553918e-4,2.71194044e-4,8.9057877e-5
G39008502063002,390852063002,G39008502063002,390852063002,1,1,1,1,1,1
G39008502063003,390852063003,G39008502063003,390852063003,0.971467391304,0.968372093023,0.968045112782,0.969626168224,0.96383363472,0.944844089527
G39008502063003,390852063003,G39008502063004,390852063004,0.028532608696,0.031627906977,0.031954887218,0.030373831776,0.03616636528,0.055155910473
G39008502063004,390852063004,G39008502063004,390852063004,1,1,1,1,1,0.999982021405
G39008502063004,390852063004,G39008502063002,390852063002,0,0,0,0,0,1.7978595e-5
G39008502064001,390852064001,G39008502064003,390852064003,1,1,1,1,1,1
G39008502064002,390852064002,G39008502064001,390852064001,1,1,1,1,1,1
G39008502064003,390852064003,G39008502064003,390852064003,0.286037735849,0.295192307692,0.298804780876,0.285,0.30056710775,0.438812494046
G39008502064003,390852064003,G39008502064002,390852064002,0.713962264151,0.704807692308,0.701195219124,0.715,0.69943289225,0.561187505954
G39008502064004,390852064004,G39008502064003,390852064003,1,1,1,1,1,1
G39008502065001,390852065001,G39008502065002,390852065002,0.23842917251,0.22849915683,0.238754325259,0.275862068965,0.222063037249,0.08855755333
G39008502065001,390852065001,G39008502065001,390852065001,0.76157082749,0.77150084317,0.761245674741,0.724137931035,0.777936962751,0.91144244667
G39008502065002,390852065002,G39008502065002,390852065002,1,1,1,1,1,1
G39008502066001,390852066001,G39008502066002,390852066002,0.487534626039,0.51865008881,0.533112582781,0.476923076923,0.534810126582,0.473192054911
G39008502066001,390852066001,G39008502066004,390852066004,0.056786703601,0.065719360568,0.062913907285,0.071794871795,0.069620253165,0.188625759853
G39008502066001,390852066001,G39008502066001,390852066001,0.45567867036,0.415630550622,0.403973509934,0.451282051282,0.395569620253,0.338182185236
G39008502066002,390852066002,G39008502066002,390852066002,0.446327683616,0.45981688708,0.435754189944,0.475903614458,0.43185840708,0.519180990487
G39008502066002,390852066002,G39008502066001,390852066001,0.553672316384,0.54018311292,0.564245810056,0.524096385542,0.56814159292,0.480819009513
G39008502066003,390852066003,G39008502066003,390852066003,0.953769950468,0.951408450704,0.951742627346,0.953722334004,0.952912019827,0.945013418794
G39008502066003,390852066003,G39008502066002,390852066002,0.046230049532,0.048591549296,0.048257372654,0.046277665996,0.047087980173,0.054986581206
G39008502066004,390852066004,G39008502066004,390852066004,0.882352941176,0.886920980926,0.897435897436,0.882783882784,0.897810218978,0.910148079006
G39008502066004,390852066004,G39008502066002,390852066002,0.117647058824,0.113079019074,0.102564102564,0.117216117216,0.102189781022,0.089851920994
G39008509900000,390859900000,G39008509900000,390859900000,1,1,1,1,1,1
G39008700501001,390870501001,G39008700501001,390870501001,1,1,1,1,1,1
G39008700501002,390870501002,G39008700501002,390870501002,1,1,1,1,1,1
G39008700501002,390870501002,G39008700509002,390870509002,0,0,0,0,0,0
G39008700501003,390870501003,G39008700501003,390870501003,1,1,1,1,1,1
G39008700501003,390870501003,G39008700509002,390870509002,0,0,0,0,0,0
G39008700502001,390870502001,G39008700502001,390870502001,1,1,1,1,1,1
G39008700502002,390870502002,G39008700502002,390870502002,1,1,1,1,1,1
G39008700502003,390870502003,G39008700502003,390870502003,1,1,1,1,1,1
G39008700503001,390870503001,G39008700503001,390870503001,0.932061978546,0.936440677966,0.94776119403,0.897260273973,0.936440677966,0.921855745785
G39008700503001,390870503001,G39008700503002,390870503002,0.067938021454,0.063559322034,0.05223880597,0.102739726027,0.063559322034,0.078144254215
G39008700503002,390870503002,G39008700503002,390870503002,1,1,1,1,1,1
G39008700503003,390870503003,G39008700503003,390870503003,1,1,1,1,1,0.976244762596
G39008700503003,390870503003,G39008700503002,390870503002,0,0,0,0,0,0.023755237404
G39008700504001,390870504001,G39008700504001,390870504001,0.924675324675,0.926050420168,0.928792569659,0.904761904762,0.933908045977,0.933939760568
G39008700504001,390870504001,G39008700504002,390870504002,0.075324675325,0.073949579832,0.071207430341,0.095238095238,0.066091954023,0.066060239432
G39008700504002,390870504002,G39008700504001,390870504001,0.041108986616,0.044171779141,0.04203539823,0.046204620462,0.040169133192,0.12489930212
G39008700504002,390870504002,G39008700504002,390870504002,0.821223709369,0.81963190184,0.825221238938,0.83498349835,0.813953488372,0.698607961262
G39008700504002,390870504002,G39008700504003,390870504003,0.137667304015,0.136196319018,0.132743362832,0.118811881188,0.145877378436,0.176492736618
G39008700504003,390870504003,G39008700504003,390870504003,0.949438202247,0.951401869159,0.935943060498,0.956043956044,0.9375,0.93874087143
G39008700504003,390870504003,G39008700504002,390870504002,0,0,0,0,0,0
G39008700504003,390870504003,G39008700504004,390870504004,0.050561797753,0.048598130841,0.064056939502,0.043956043956,0.0625,0.06125912857
G39008700504004,390870504004,G39008700504004,390870504004,1,1,1,1,1,1
G39008700505001,390870505001,G39008700505021,390870505021,1,1,1,1,1,1
G39008700505002,390870505002,G39008700505011,390870505011,1,1,1,1,1,1
G39008700505003,390870505003,G39008700505022,390870505022,1,1,1,1,1,1
G39008700505004,390870505004,G39008700505023,390870505023,1,1,1,1,1,1
G39008700505005,390870505005,G39008700505012,390870505012,1,1,1,1,1,1
G39008700506001,390870506001,G39008700506001,390870506001,1,1,1,1,1,1
G39008700506002,390870506002,G39008700506002,390870506002,1,1,1,1,1,1
G39008700507001,390870507001,G39008700507001,390870507001,1,1,1,1,1,1
G39008700507002,390870507002,G39008700507002,390870507002,1,1,1,1,1,1
G39008700507003,390870507003,G39008700507003,390870507003,1,1,1,1,1,1
G39008700508001,390870508001,G39008700508001,390870508001,1,1,1,1,1,0.999998778261
G39008700508001,390870508001,G39008700508003,390870508003,0,0,0,0,0,1.221739e-6
G39008700508001,390870508001,G39008700509001,390870509001,0,0,0,0,0,0
G39008700508002,390870508002,G39008700508002,390870508002,0.992307692308,0.989517819706,0.987421383648,0.988764044944,0.989150090416,0.997473531243
G39008700508002,390870508002,G39008700508003,390870508003,0.007692307692,0.010482180294,0.012578616352,0.011235955056,0.010849909584,0.002526468757
G39008700508003,390870508003,G39008700508003,390870508003,0.989053948397,0.990683229814,0.990059642147,0.986595174263,0.989010989011,0.96766559047
G39008700508003,390870508003,G39008700508002,390870508002,0.010946051603,0.009316770186,0.009940357853,0.013404825737,0.010989010989,0.03233440953
G39008700508003,390870508003,G39008700509001,390870509001,0,0,0,0,0,0
G39008700508003,390870508003,G39008700509002,390870509002,0,0,0,0,0,0
G39008700509001,390870509001,G39008700508001,390870508001,0,0,0,0,0,0
G39008700509001,390870509001,G39008700509001,390870509001,1,1,1,1,1,0.998378079018
G39008700509001,390870509001,G39008700510022,390870510022,0,0,0,0,0,0.001621920982
G39008700509001,390870509001,G39008700508003,390870508003,0,0,0,0,0,0
G39008700509002,390870509002,G39008700508003,390870508003,0,0,0,0,0,0
G39008700509002,390870509002,G39008700509002,390870509002,1,1,1,1,1,1
G39008700510011,390870510011,G39008700510011,390870510011,1,1,1,1,1,0.998541518873
G39008700510011,390870510011,G39008700510012,390870510012,0,0,0,0,0,0.001458481127
G39008700510012,390870510012,G39008700510012,390870510012,1,1,1,1,1,1
G39008700510013,390870510013,G39008700510013,390870510013,1,1,1,1,1,1
G39008700510014,390870510014,G39008700510014,390870510014,1,1,1,1,1,1
G39008700510021,390870510021,G39008700510021,390870510021,1,1,1,1,1,1
G39008700510022,390870510022,G39008700510022,390870510022,0.995515695067,0.995891536565,0.99674796748,0.995594713656,0.995588235294,0.994824640412
G39008700510022,390870510022,G39008700510021,390870510021,0.004484304933,0.004108463435,0.00325203252,0.004405286344,0.004411764706,0.00109691438
G39008700510022,390870510022,G39008700510023,390870510023,0,0,0,0,0,0.004078445208
G39008700510023,390870510023,G39008700510023,390870510023,1,1,1,1,1,0.988896742604
G39008700510023,390870510023,G39008700510011,390870510011,0,0,0,0,0,0.011103257396
G39008700511001,390870511001,G39008700511021,390870511021,1,1,1,1,1,1
G39008700511002,390870511002,G39008700511022,390870511022,1,1,1,1,1,1
G39008700511003,390870511003,G39008700511023,390870511023,1,1,1,1,1,1
G39008700511004,390870511004,G39008700511011,390870511011,1,1,1,1,1,1
G39008700511005,390870511005,G39008700511012,390870511012,1,1,1,1,1,1
G39008700511006,390870511006,G39008700511013,390870511013,1,1,1,1,1,1
G39008700512001,390870512001,G39008700512005,390870512005,0.029239766082,0.030805687204,0.030418250951,0.024193548387,0.029900332226,0.022120146624
G39008700512001,390870512001,G39008700512001,390870512001,0.914230019493,0.912322274882,0.908745247148,0.927419354839,0.910299003322,0.85212898887
G39008700512001,390870512001,G39008700512004,390870512004,0.056530214425,0.056872037915,0.060836501901,0.048387096774,0.059800664452,0.125750864506
G39008700512002,390870512002,G39008700512002,390870512002,1,1,1,1,1,1
G39008700512003,390870512003,G39008700512003,390870512003,0.967123287671,0.968576709797,0.9723183391,0.970297029703,0.974025974026,0.707574173099
G39008700512003,390870512003,G39008700511023,390870511023,0.032876712329,0.031423290203,0.0276816609,0.029702970297,0.025974025974,0.292425826901
G39008700512004,390870512004,G39008700512004,390870512004,0.978371501272,0.982026143791,0.980952380952,0.978991596639,0.982456140351,0.997827887201
G39008700512004,390870512004,G39008700512005,390870512005,0.021628498728,0.017973856209,0.019047619048,0.021008403361,0.017543859649,0.002172112799
G39008700512005,390870512005,G39008700512005,390870512005,1,1,1,1,1,1
G39008700512006,390870512006,G39008700512006,390870512006,1,1,1,1,1,1
G39008700513001,390870513001,G39008700513001,390870513001,1,1,1,1,1,1
G39008700513002,390870513002,G39008700513002,390870513002,0.971386762233,0.970947680191,0.970810316442,0.973972061246,0.972753442529,0.985882310184
G39008700513002,390870513002,G39008700513001,390870513001,0.028613237767,0.029052319809,0.029189683558,0.026027938754,0.027246557471,0.014117689816
G39008700513003,390870513003,G39008700513003,390870513003,0.969483568075,0.969207082371,0.966565349544,0.971544715447,0.965564738292,0.895518408976
G39008700513003,390870513003,G39008700513002,390870513002,0.030516431925,0.030792917629,0.033434650456,0.028455284553,0.034435261708,0.104481591024
G39008700514011,390870514011,G39008700514011,390870514011,0.982616651418,0.981776765376,0.98249452954,0.979411764706,0.98347107438,0.99267831805
G39008700514011,390870514011,G39008700514022,390870514022,0.017383348582,0.018223234624,0.01750547046,0.020588235294,0.01652892562,0.00732168195
G39008700514012,390870514012,G39008700514012,390870514012,0.964257347101,0.964356435644,0.964083175803,0.966666666667,0.960714285714,0.982767369386
G39008700514012,390870514012,G39008700514011,390870514011,0.035742652899,0.035643564356,0.035916824197,0.033333333333,0.039285714286,0.017232630614
G39008700514013,390870514013,G39008700514013,390870514013,1,1,1,1,1,1
G39008700514014,390870514014,G39008700514014,390870514014,0.868686868687,0.869945355191,0.872469635628,0.879056047198,0.875706214689,0.98596776924
G39008700514014,390870514014,G39008700514013,390870514013,0.131313131313,0.130054644809,0.127530364372,0.120943952802,0.124293785311,0.01403223076
G39008700514021,390870514021,G39008700514021,390870514021,0.930465949821,0.933962264151,0.942909760589,0.935897435897,0.939102564103,0.938506420739
G39008700514021,390870514021,G39008700514023,390870514023,0.069534050179,0.066037735849,0.057090239411,0.064102564103,0.060897435897,0.061493579261
G39008700514022,390870514022,G39008700514022,390870514022,1,1,1,1,1,1
