bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G39003501561022,390351561022,G39003501821052,390351821052,0.003845671218,0.003720227398,0.003642482708,0.003932164616,0.003630201044,0.005225782238
G39003501561022,390351561022,G39003501821051,390351821051,0.01117098324,0.011573976863,0.01170163102,0.011500607755,0.011921335112,0.007495164562
G39003501561022,390351561022,G39003501821061,390351821061,3.17864384e-4,3.10829592e-4,3.04830123e-4,3.08859198e-4,3.04765989e-4,3.47738042e-4
G39003501561022,390351561022,G39003501561022,390351561022,0.331012070566,0.333333333333,0.333333333333,0.337559429477,0.336134453782,0.285219128224
G39003501561022,390351561022,G39003501561021,390351561021,0.142989786444,0.152727272727,0.166666666667,0.129952456418,0.164465786315,0.076976358199
G39003501561023,390351561023,G39003501561023,390351561023,0.14674556213,0.153250773994,0.174311926606,0.144680851064,0.175074183976,0.390519439907
G39003501561023,390351561023,G39003501561021,390351561021,0.85325443787,0.846749226006,0.825688073394,0.855319148936,0.824925816024,0.609480560093
G39003501561024,390351561024,G39003501561023,390351561023,1,1,1,1,1,1
G39003501601001,390351601001,G39003501601001,390351601001,1,1,1,1,1,1
G39003501601002,390351601002,G39003501601002,390351601002,1,1,1,1,1,1
G39003501602001,390351602001,G39003501602003,390351602003,0.516200294551,0.505233111323,0.484745762712,0.523961661342,0.469325153374,0.511409024022
G39003501602001,390351602001,G39003501602002,390351602002,0.483799705449,0.494766888677,0.515254237288,0.476038338658,0.530674846626,0.488590975978
G39003501602002,390351602002,G39003501602001,390351602001,1,1,1,1,1,1
G39003501603001,390351603001,G39003501603001,390351603001,1,1,1,1,1,1
G39003501603002,390351603002,G39003501603001,390351603001,0.115348837209,0.105896510229,0.089887640449,0.113445378151,0.091476091476,0.17199636226
G39003501603002,390351603002,G39003501603002,390351603002,0.884651162791,0.894103489771,0.910112359551,0.886554621849,0.908523908524,0.82800363774
G39003501604001,390351604001,G39003501604001,390351604001,1,1,1,1,1,1
G39003501604002,390351604002,G39003501604002,390351604002,0.77790368272,0.773460410557,0.774535809019,0.755501222494,0.780401416765,0.755391132566
G39003501604002,390351604002,G39003501604003,390351604003,0.22209631728,0.226539589443,0.225464190981,0.244498777506,0.219598583235,0.244608867434
G39003501604003,390351604003,G39003501604003,390351604003,1,1,1,1,1,1
G39003501605001,390351605001,G39003501605001,390351605001,1,1,1,1,1,1
G39003501605002,390351605002,G39003501605002,390351605002,1,1,1,1,1,1
G39003501605003,390351605003,G39003501605003,390351605003,1,1,1,1,1,1
G39003501606011,390351606011,G39003501606042,390351606042,0,0,0,0,0,0
G39003501606011,390351606011,G39003501606041,390351606041,0.583889236073,0.583889236073,0.583889236073,0.583889236073,0.583889236073,0.583740910297
G39003501606011,390351606011,G39003501606043,390351606043,0.416110763927,0.416110763927,0.416110763927,0.416110763927,0.416110763927,0.416259089703
G39003501606012,390351606012,G39003501606032,390351606032,0.519174041298,0.527472527473,0.539147670961,0.48951048951,0.553316540722,0.467302646036
G39003501606012,390351606012,G39003501606031,390351606031,0.480825958702,0.472527472527,0.460852329039,0.51048951049,0.446683459278,0.532697353964
G39003501606013,390351606013,G39003501606041,390351606041,0.060273417177,0.062202204693,0.064333445751,0.05741185763,0.064315596375,0.026577835088
G39003501606013,390351606013,G39003501606042,390351606042,0.772034275131,0.796739860799,0.824038647272,0.735380935163,0.823810016971,0.642879146071
G39003501606013,390351606013,G39003501606031,390351606031,0.167692307692,0.141057934509,0.111627906977,0.207207207207,0.111874386654,0.330543018841
G39003501606021,390351606021,G39003501606021,390351606021,1,1,1,1,1,1
G39003501606022,390351606022,G39003501606023,390351606023,1,1,1,1,1,1
G39003501606023,390351606023,G39003501606022,390351606022,1,1,1,1,1,1
G39003501606024,390351606024,G39003501606022,390351606022,1,1,1,1,1,1
G39003501607001,390351607001,G39003501619002,390351619002,0.593480934809,0.595271210014,0.577299412916,0.653225806452,0.564459930314,0.525297346371
G39003501607001,390351607001,G39003501619003,390351619003,0.406519065191,0.404728789986,0.422700587084,0.346774193548,0.435540069686,0.474702653629
G39003501608001,390351608001,G39003501619001,390351619001,0.953013278856,0.94982078853,0.949903660886,0.955445544554,0.953448275862,0.964748618556
G39003501608001,390351608001,G39003501619003,390351619003,0.046986721144,0.05017921147,0.050096339114,0.044554455446,0.046551724138,0.035251381444
G39003501609001,390351609001,G39003501609001,390351609001,1,1,1,1,1,1
G39003501609002,390351609002,G39003501609002,390351609002,0.922205438066,0.93023255814,0.923076923077,0.937293729373,0.930666666667,0.955360427501
G39003501609002,390351609002,G39003501609001,390351609001,0.077794561934,0.06976744186,0.076923076923,0.062706270627,0.069333333333,0.044639572499
G39003501609003,390351609003,G39003501609003,390351609003,1,1,1,1,1,1
G39003501610001,390351610001,G39003501610001,390351610001,1,1,1,1,1,1
G39003501611001,390351611001,G39003501611001,390351611001,1,1,1,1,1,1
G39003501611002,390351611002,G39003501611002,390351611002,0.892405063291,0.902857142857,0.912878787879,0.898832684825,0.916095890411,0.799062786039
G39003501611002,390351611002,G39003501611003,390351611003,0.107594936709,0.097142857143,0.087121212121,0.101167315175,0.083904109589,0.200937213961
G39003501611003,390351611003,G39003501611003,390351611003,1,1,1,1,1,1
G39003501611004,390351611004,G39003501611004,390351611004,1,1,1,1,1,1
G39003501612001,390351612001,G39003501612001,390351612001,1,1,1,1,1,1
G39003501612002,390351612002,G39003501612002,390351612002,1,1,1,1,1,1
G39003501612003,390351612003,G39003501612003,390351612003,1,1,1,1,1,1
G39003501613001,390351613001,G39003501613001,390351613001,0.575539568345,0.581196581197,0.600539811066,0.579487179487,0.596618357488,0.563656721827
G39003501613001,390351613001,G39003501613002,390351613002,0.424460431655,0.418803418803,0.399460188934,0.420512820513,0.403381642512,0.436343278173
G39003501613002,390351613002,G39003501613001,390351613001,0.402905198777,0.384317521781,0.33781512605,0.441358024691,0.330289193303,0.531135731591
G39003501613002,390351613002,G39003501613002,390351613002,0.597094801223,0.615682478219,0.66218487395,0.558641975309,0.669710806697,0.468864268409
G39003501614001,390351614001,G39003501614001,390351614001,1,1,1,1,1,1
G39003501614002,390351614002,G39003501614002,390351614002,1,1,1,1,1,1
G39003501614003,390351614003,G39003501614003,390351614003,0.92377701934,0.924963924964,0.944303797468,0.912621359223,0.944567627494,0.874657976161
G39003501614003,390351614003,G39003501614004,390351614004,0.07622298066,0.075036075036,0.055696202532,0.087378640777,0.055432372506,0.125342023839
G39003501614004,390351614004,G39003501614004,390351614004,1,1,1,1,1,1
G39003501615001,390351615001,G39003501615001,390351615001,1,1,1,1,1,1
G39003501615002,390351615002,G39003501615002,390351615002,1,1,1,1,1,1
G39003501615003,390351615003,G39003501615003,390351615003,1,1,1,1,1,1
G39003501615004,390351615004,G39003501615004,390351615004,1,1,1,1,1,1
G39003501616001,390351616001,G39003501616001,390351616001,0.524167057719,0.503903903904,0.444326617179,0.55652173913,0.439138576779,0.536490766033
G39003501616001,390351616001,G39003501616002,390351616002,0.475832942281,0.49609609609600003,0.555673382821,0.44347826087,0.560861423221,0.463509233967
G39003501617001,390351617001,G39003501973002,390351973002,1,1,1,1,1,1
G39003501617002,390351617002,G39003501973001,390351973001,1,1,1,1,1,1
G39003501618001,390351618001,G39003501973003,390351973003,1,1,1,1,1,1
G39003501701011,390351701011,G39003501701011,390351701011,1,1,1,1,1,1
G39003501701012,390351701012,G39003501701013,390351701013,0.530773097996,0.527670307992,0.493139561315,0.568466895174,0.485174220928,0.472452331498
G39003501701012,390351701012,G39003501701012,390351701012,0.469226902004,0.472329692008,0.506860438685,0.431533104826,0.514825779072,0.527547668502
G39003501701013,390351701013,G39003501701011,390351701011,0.641940085592,0.620274914089,0.615873015873,0.630541871921,0.608695652174,0.697289337288
G39003501701013,390351701013,G39003501701013,390351701013,0.358059914408,0.379725085911,0.384126984127,0.369458128079,0.391304347826,0.302710662712
G39003501701021,390351701021,G39003501701023,390351701023,0.349099099099,0.375354107649,0.393316195373,0.36,0.39552238806,0.28716318172
G39003501701021,390351701021,G39003501701021,390351701021,0.650900900901,0.624645892351,0.606683804627,0.64,0.60447761194,0.71283681828
G39003501701022,390351701022,G39003501701022,390351701022,0.707148347425,0.705649157582,0.695568400771,0.713467048711,0.700564971751,0.689067689315
G39003501701022,390351701022,G39003501701023,390351701023,0.292851652575,0.294350842418,0.304431599229,0.286532951289,0.299435028249,0.310932310685
G39003501701023,390351701023,G39003501701023,390351701023,0.767638758231,0.767356881851,0.776086956522,0.773648648649,0.776180698152,0.691022981361
G39003501701023,390351701023,G39003501701021,390351701021,0.232361241769,0.232643118149,0.223913043478,0.226351351351,0.223819301848,0.308977018639
G39003501701024,390351701024,G39003501701024,390351701024,1,1,1,1,1,1
G39003501701025,390351701025,G39003501701025,390351701025,1,1,1,1,1,1
G39003501702011,390351702011,G39003501702011,390351702011,1,1,1,1,1,1
G39003501702012,390351702012,G39003501702012,390351702012,0.967665615142,0.971269694161,0.976377952756,0.958333333333,0.976642335766,0.97416772589
G39003501702012,390351702012,G39003501702011,390351702011,0.032334384858,0.028730305839,0.023622047244,0.041666666667,0.023357664234,0.02583227411
G39003501702021,390351702021,G39003501702021,390351702021,1,1,1,1,1,1
G39003501702022,390351702022,G39003501702022,390351702022,0.806710342045,0.812066125658,0.825822334946,0.777351767941,0.823877402682,0.733406042587
G39003501702022,390351702022,G39003501702023,390351702023,0.193289657955,0.187933874342,0.174177665054,0.222648232059,0.176122597318,0.266593957413
G39003501702023,390351702023,G39003501702023,390351702023,1,1,1,1,1,1
G39003501702024,390351702024,G39003501702024,390351702024,1,1,1,1,1,1
G39003501711021,390351711021,G39003501711021,390351711021,1,1,1,1,1,1
G39003501711022,390351711022,G39003501711022,390351711022,0.66833452466,0.663,0.660516605166,0.661417322835,0.65568369028,0.857159544554
G39003501711022,390351711022,G39003501711023,390351711023,0.28918176763,0.296810817114,0.299797594988,0.296983582093,0.298622410808,0.121573468048
G39003501711022,390351711022,G39003501321004,390351321004,0.002585577744,0.002445931922,0.002415295801,0.002531739818,0.002780951439,0.002498810807
G39003501711022,390351711022,G39003501711025,390351711025,0.039898129965,0.037743250964,0.037270504045,0.039067355255,0.042912947473,0.018768176591
G39003501711023,390351711023,G39003501711023,390351711023,1,1,1,1,1,1
G39003501711024,390351711024,G39003501711022,390351711022,0.225196850394,0.237362637363,0.24513618677,0.242603550296,0.235494880546,0.213372708697
G39003501711024,390351711024,G39003501711024,390351711024,0.774803149606,0.762637362637,0.75486381323,0.757396449704,0.764505119454,0.786627291303
G39003501711025,390351711025,G39003501711024,390351711024,0.482412060302,0.48309178744,0.454545454545,0.455128205128,0.46484375,0.532197685906
G39003501711025,390351711025,G39003501711025,390351711025,0.517587939698,0.51690821256,0.545454545455,0.544871794872,0.53515625,0.467802314094
G39003501711026,390351711026,G39003501711025,390351711025,0.988345562371,0.988557967163,0.988164900876,0.989705038124,0.989504723418,0.994827968557
G39003501711026,390351711026,G39003501321004,390351321004,0.011654437629,0.011442032837,0.011835099124,0.010294961876,0.010495276582,0.005172031443
G39003501711031,390351711031,G39003501222002,390351222002,0,0,0,0,0,0.005012462738
G39003501711031,390351711031,G39003501711031,390351711031,1,1,1,1,1,0.94675547771
G39003501711031,390351711031,G39003501982002,390351982002,0,0,0,0,0,0.048232059552
G39003501711032,390351711032,G39003501711032,390351711032,1,1,1,1,1,1
G39003501711033,390351711033,G39003501711033,390351711033,1,1,1,1,1,1
G39003501711041,390351711041,G39003501711041,390351711041,0.880539499037,0.887862796834,0.89058524173,0.880281690141,0.886877828054,0.90165378596
G39003501711041,390351711041,G39003501711042,390351711042,0.119460500963,0.112137203166,0.10941475827,0.119718309859,0.113122171946,0.09834621404
G39003501711042,390351711042,G39003501711041,390351711041,0.210277214334,0.251386321627,0.215827338129,0.149171270718,0.229832572298,0.179777632782
G39003501711042,390351711042,G39003501711042,390351711042,0.789722785666,0.748613678373,0.784172661871,0.850828729282,0.770167427702,0.820222367218
G39003501711043,390351711043,G39003501711043,390351711043,1,1,1,1,1,1
G39003501711044,390351711044,G39003501711044,390351711044,0.770566037736,0.76170212766,0.77245508982,0.760806916427,0.779751332149,0.804055603114
G39003501711044,390351711044,G39003501970002,390351970002,0,0,0,0,0,0.042154547042
G39003501711044,390351711044,G39003501711043,390351711043,0.229433962264,0.23829787234,0.22754491018,0.239193083573,0.220248667851,0.153789849845
G39003501712031,390351712031,G39003501712031,390351712031,1,1,1,1,1,1
G39003501712032,390351712032,G39003501712032,390351712032,1,1,1,1,1,1
G39003501712041,390351712041,G39003501712042,390351712042,1,1,1,1,1,1
G39003501712042,390351712042,G39003501712041,390351712041,1,1,1,1,1,0.782189954249
G39003501712042,390351712042,G39003501712042,390351712042,0,0,0,0,0,0.217810045751
G39003501712051,390351712051,G39003501712052,390351712052,0,0,0,0,0,0.522644588746
G39003501712051,390351712051,G39003501712053,390351712053,1,1,1,1,1,0.477355411254
G39003501712052,390351712052,G39003501712051,390351712051,1,1,1,1,1,1
G39003501712061,390351712061,G39003501712061,390351712061,1,1,1,1,1,1
G39003501712062,390351712062,G39003501712062,390351712062,0.554761904762,0.562072336266,0.580291970803,0.566765578635,0.58978583196,0.767127371375
G39003501712062,390351712062,G39003501712061,390351712061,0.445238095238,0.437927663734,0.419708029197,0.433234421365,0.41021416804,0.232872628625
G39003501721011,390351721011,G39003501721011,390351721011,1,1,1,1,1,1
G39003501721012,390351721012,G39003501721012,390351721012,1,1,1,1,1,1
G39003501721013,390351721013,G39003501721013,390351721013,1,1,1,1,1,1
G39003501721021,390351721021,G39003501721023,390351721023,1,1,1,1,1,1
G39003501721022,390351721022,G39003501721022,390351721022,0.651252408478,0.649122807018,0.615384615385,0.651612903226,0.557768924303,0.363949193387
G39003501721022,390351721022,G39003501721021,390351721021,0.348747591522,0.350877192982,0.384615384615,0.348387096774,0.442231075697,0.636050806613
G39003501721023,390351721023,G39003501721022,390351721022,0.514692787177,0.496788008565,0.438596491228,0.601351351351,0.433613445378,0.6445675554
G39003501721023,390351721023,G39003501721021,390351721021,0.485307212823,0.503211991435,0.561403508772,0.398648648649,0.566386554622,0.3554324446
G39003501721024,390351721024,G39003501721023,390351721023,1,1,1,1,1,1
G39003501721031,390351721031,G39003501721051,390351721051,0.542066264034,0.550886946932,0.575290884962,0.589579150941,0.541264967271,0.612384549712
G39003501721031,390351721031,G39003501721052,390351721052,0.457933735966,0.449113053068,0.424709115038,0.410420849059,0.458735032729,0.387615450288
G39003501721032,390351721032,G39003501721041,390351721041,1,1,1,1,1,1
G39003501722011,390351722011,G39003501722011,390351722011,1,1,1,1,1,1
G39003501722012,390351722012,G39003501722012,390351722012,0.672262190248,0.662451361868,0.627712854758,0.704871060172,0.614767255217,0.660925634762
G39003501722012,390351722012,G39003501722013,390351722013,0.327737809752,0.337548638132,0.372287145242,0.295128939828,0.385232744783,0.339074365238
G39003501722013,390351722013,G39003501722013,390351722013,1,1,1,1,1,1
G39003501722021,390351722021,G39003501722021,390351722021,1,1,1,1,1,1
G39003501722022,390351722022,G39003501722022,390351722022,1,1,1,1,1,1
G39003501722023,390351722023,G39003501722023,390351722023,1,1,1,1,1,1
G39003501731031,390351731031,G39003501731031,390351731031,1,1,1,1,1,1
G39003501731032,390351731032,G39003501731032,390351731032,0,0,0,0,0,0.151911104307
G39003501731032,390351731032,G39003501731033,390351731033,1,1,1,1,1,0.84808889569300006
G39003501731041,390351731041,G39003501731043,390351731043,0.449820202681,0.47197526092,0.553886348792,0.382389937107,0.559779276517,0.265377641834
G39003501731041,390351731041,G39003501731042,390351731042,0.550179797319,0.52802473908,0.446113651208,0.617610062893,0.440220723483,0.734622358166
G39003501731042,390351731042,G39003501731041,390351731041,1,1,1,1,1,1
G39003501731051,390351731051,G39003501731051,390351731051,0.403530377668,0.411200807265,0.415529905561,0.415446071904,0.415637860082,0.396589862524
G39003501731051,390351731051,G39003501731052,390351731052,0.596469622332,0.588799192735,0.584470094439,0.584553928096,0.584362139918,0.603410137476
G39003501731061,390351731061,G39003501731061,390351731061,1,1,1,1,1,1
G39003501731062,390351731062,G39003501731063,390351731063,0.613625971651,0.61811023622,0.623423423423,0.597701149425,0.626229508197,0.694696050475
G39003501731062,390351731062,G39003501731062,390351731062,0.386374028349,0.38188976378,0.376576576577,0.402298850575,0.373770491803,0.305303949525
G39003501731071,390351731071,G39003501731072,390351731072,0,0,0,0,0,0.030408048184
G39003501731071,390351731071,G39003501731071,390351731071,1,1,1,1,1,0.969591951816
G39003501731072,390351731072,G39003501731072,390351731072,1,1,1,1,1,1
G39003501731073,390351731073,G39003501731073,390351731073,0.973422558892,0.975669261149,0.971040555782,0.968991476233,0.968829731268,0.991398995055
G39003501731073,390351731073,G39003501343002,390351343002,0.023559031704,0.020667051111,0.0227374862,0.027774646475,0.021809295926,0.004433942586
G39003501731073,390351731073,G39003501342061,390351342061,0.001562805329,0.001896903288,0.002173375022,0.003233877292,0.001980899005,0.002376908649
G39003501731073,390351731073,G39003501342063,390351342063,0.001455604076,0.001766784452,0.004048582996,0,0.007380073801,0.001790153709
G39003501741031,390351741031,G39003501741031,390351741031,1,1,1,1,1,1
G39003501741032,390351741032,G39003501741032,390351741032,1,1,1,1,1,1
G39003501741033,390351741033,G39003501741032,390351741032,0.382795698925,0.386701662292,0.355555555556,0.422343324251,0.347471451876,0.201071513003
G39003501741033,390351741033,G39003501741033,390351741033,0.617204301075,0.613298337708,0.644444444444,0.577656675749,0.652528548124,0.798928486997
G39003501741041,390351741041,G39003501741041,390351741041,0.984802004102,0.985845663947,0.986030778239,0.984458030985,0.986157006146,0.979463746169
G39003501741041,390351741041,G39003501891092,390351891092,0.015197995898,0.014154336053,0.013969221761,0.015541969015,0.013842993854,0.020536253831
G39003501741042,390351741042,G39003501741042,390351741042,1,1,1,1,1,1
G39003501741051,390351741051,G39003501741051,390351741051,0.970089077957,0.969540303161,0.969987321502,0.968695812662,0.970393813762,0.974595780691
G39003501741051,390351741051,G39003501891122,390351891122,0.029910922043,0.030459696839,0.030012678498,0.031304187338,0.029606186238,0.025404219309
G39003501741052,390351741052,G39003501741052,390351741052,0.990813918299,0.990670161533,0.991241143079,0.990446189417,0.991301963933,0.985422674699
G39003501741052,390351741052,G39003501891122,390351891122,0.009186081701,0.009329838467,0.008758856921,0.009553810583,0.008698036067,0.014577325301
G39003501741061,390351741061,G39003501741061,390351741061,1,1,1,1,1,1
G39003501741062,390351741062,G39003501741062,390351741062,0.97440849831,0.975177304965,0.983281086729,0.97373358349,0.984420642648,0.971693770009
G39003501741062,390351741062,G39003501741061,390351741061,0.022883669877,0.022085999891,0.014860641688,0.023417733864,0.013847744981,0.024075700484
G39003501741062,390351741062,G39003501891122,390351891122,0.002707831813,0.002736695144,0.001858271583,0.002848682646,0.001731612371,0.004230529507
G39003501741071,390351741071,G39003501741071,390351741071,1,1,1,1,1,1
G39003501741072,390351741072,G39003501741072,390351741072,1,1,1,1,1,1
G39003501741073,390351741073,G39003501741073,390351741073,1,1,1,1,1,1
G39003501742031,390351742031,G39003501742031,390351742031,0.999420466304,0.999334198196,0.999237631103,0.999432170771,0.999177276488,0.990422864231
G39003501742031,390351742031,G39003501905062,390351905062,5.79533696e-4,6.65801804e-4,7.62368897e-4,5.67829229e-4,8.22723512e-4,0.009577135769
G39003501742032,390351742032,G39003501742032,390351742032,1,1,1,1,1,1
G39003501742041,390351742041,G39003501742041,390351742041,1,1,1,1,1,1
G39003501742042,390351742042,G39003501742042,390351742042,1,1,1,1,1,1
G39003501742043,390351742043,G39003501742043,390351742043,1,1,1,1,1,1
G39003501742051,390351742051,G39003501742051,390351742051,0.56218487395,0.579918032787,0.587947882736,0.597173144876,0.581395348837,0.60433018702
G39003501742051,390351742051,G39003501742055,390351742055,0.43781512605,0.420081967213,0.412052117264,0.402826855124,0.418604651163,0.39566981298
G39003501742052,390351742052,G39003501742054,390351742054,0.308545603944,0.30839231547,0.322841000807,0.294117647059,0.331125827815,0.198302249063
G39003501742052,390351742052,G39003501742053,390351742053,0,0,0,0,0,0.313234479566
G39003501742052,390351742052,G39003501742052,390351742052,0.691454396056,0.69160768453,0.677158999193,0.705882352941,0.668874172185,0.488463271371
G39003501742053,390351742053,G39003501742055,390351742055,0.995353947161,0.995321222487,0.995704321022,0.994821752409,0.995744433873,0.978361717147
G39003501742053,390351742053,G39003501905022,390351905022,0.004646052839,0.004678777513,0.004295678978,0.005178247591,0.004255566127,0.021638282853
G39003501742061,390351742061,G39003501742061,390351742061,1,1,1,1,1,1
G39003501742062,390351742062,G39003501742062,390351742062,1,1,1,1,1,1
G39003501742071,390351742071,G39003501742071,390351742071,0.910126582278,0.91381872214,0.874149659864,0.900621118012,0.880108991826,0.844096125817
G39003501742071,390351742071,G39003501742073,390351742073,0.089873417722,0.08618127786,0.125850340136,0.099378881988,0.119891008174,0.155903874183
G39003501742072,390351742072,G39003501742072,390351742072,0.70946490491,0.695909712674,0.692640736643,0.719574467093,0.699722803338,0.302780837423
G39003501742072,390351742072,G39003501742073,390351742073,0.29053509509,0.304090287326,0.307359263357,0.280425532907,0.300277196662,0.697219162577
G39003501751031,390351751031,G39003501751092,390351751092,1,1,1,1,1,1
G39003501751032,390351751032,G39003501751102,390351751102,0.329526088951,0.316282932704,0.304351485602,0.338695811559,0.320657349783,0.613605863813
G39003501751032,390351751032,G39003501751103,390351751103,0.670473911049,0.683717067296,0.695648514398,0.661304188441,0.679342650217,0.386394136187
G39003501751033,390351751033,G39003501751091,390351751091,0.344544387955,0.342638451148,0.296703296703,0.362521891419,0.296402877698,0.389246606847
G39003501751033,390351751033,G39003501751101,390351751101,0.655455612045,0.657361548852,0.703296703297,0.637478108581,0.703597122302,0.610753393153
G39003501751041,390351751041,G39003501751071,390351751071,1,1,1,1,1,1
G39003501751042,390351751042,G39003501751072,390351751072,1,1,1,1,1,1
G39003501751043,390351751043,G39003501751073,390351751073,1,1,1,1,1,1
G39003501751044,390351751044,G39003501751081,390351751081,0.908034816773,0.908440147021,0.909920206674,0.908736910711,0.909449927001,0.61396894814
G39003501751044,390351751044,G39003501751082,390351751082,0.091965183227,0.091559852979,0.090079793326,0.091263089289,0.090550072999,0.38603105186
G39003501751051,390351751051,G39003501751051,390351751051,1,1,1,1,1,1
G39003501751052,390351751052,G39003501751052,390351751052,1,1,1,1,1,1
G39003501751053,390351751053,G39003501751053,390351751053,1,1,1,1,1,1
G39003501751061,390351751061,G39003501751061,390351751061,0.875106863189,0.877429548818,0.872298108419,0.872135130855,0.869280223165,0.91711381301
G39003501751061,390351751061,G39003501751062,390351751062,0.124893136811,0.122570451182,0.127701891581,0.127864869145,0.130719776835,0.08288618699
G39003501751062,390351751062,G39003501751062,390351751062,1,1,1,1,1,1
G39003501752011,390351752011,G39003501752014,390351752014,0.848559166156,0.875092387288,0.913711583924,0.820163487738,0.917926565875,0.684676248558
G39003501752011,390351752011,G39003501752011,390351752011,0.151440833844,0.124907612712,0.086288416076,0.179836512262,0.082073434125,0.315323751442
G39003501752012,390351752012,G39003501752011,390351752011,0.887249114522,0.891891891892,0.890265486726,0.886,0.882960413081,0.929803621197
G39003501752012,390351752012,G39003501752012,390351752012,0.112750885478,0.108108108108,0.109734513274,0.114,0.117039586919,0.070196378803
G39003501752013,390351752013,G39003501752013,390351752013,0.904534606205,0.896817743491,0.900542495479,0.893982808023,0.900684931507,0.861743914375
G39003501752013,390351752013,G39003501752011,390351752011,0.095465393795,0.103182256509,0.099457504521,0.106017191977,0.099315068493,0.138256085625
G39003501752014,390351752014,G39003501752012,390351752012,1,1,1,1,1,1
G39003501752021,390351752021,G39003501752021,390351752021,1,1,1,1,1,1
G39003501752022,390351752022,G39003501752021,390351752021,0,0,0,0,0,0.00570610511
G39003501752022,390351752022,G39003501752022,390351752022,1,1,1,1,1,0.99429389489
G39003501761001,390351761001,G39003501761002,390351761002,1,1,1,1,1,1
G39003501761002,390351761002,G39003501761001,390351761001,0.907427907059,0.906909353216,0.912516562385,0.910681576815,0.913834540033,0.868398927261
G39003501761002,390351761002,G39003501905021,390351905021,0.004184386883,0.004336884718,0.005073159872,0.004077466164,0.005076160558,0.004040131811
G39003501761002,390351761002,G39003501905063,390351905063,0.006785684745,0.006713606906,0.006629204808,0.006995398678,0.006680327716,0.011985641701
G39003501761002,390351761002,G39003501761002,390351761002,0.073948341462,0.074495003009,0.068830914557,0.070602506585,0.0676496302,0.102727398988
G39003501761002,390351761002,G39003501905064,390351905064,0.00765367985,0.00754515215,0.006950158378,0.007643051758,0.006759341494,0.012847900239
G39003501762001,390351762001,G39003501762002,390351762002,0.195424836601,0.182776801406,0.15821812596,0.209390862944,0.154289834174,0.346936481515
G39003501762001,390351762001,G39003501762003,390351762003,0.509477124183,0.528119507909,0.560675883257,0.479695431472,0.571016582552,0.400839912149
G39003501762001,390351762001,G39003501762004,390351762004,0.291911551216,0.285963626695,0.278063592247,0.30746869224,0.27169783134,0.234088812857
G39003501762001,390351762001,G39003501905053,390351905053,0.003186487999,0.00314006399,0.003042398536,0.003445013344,0.002995751933,0.018134793479
G39003501762002,390351762002,G39003501762001,390351762001,0.450590001513,0.44246983794,0.400461460411,0.428544094344,0.399623868826,0.747896941531
G39003501762002,390351762002,G39003501905064,390351905064,0.001464250768,0.001417566854,0.001405160115,0.001519389795,0.001462136264,0.014954007907
G39003501762002,390351762002,G39003501762002,390351762002,0.539829566506,0.547078705939,0.590222222222,0.559490084986,0.591478696742,0.232564489764
G39003501762002,390351762002,G39003501342052,390351342052,0.008116181212,0.009033889267,0.007911157251,0.010446430875,0.007435298169,0.004584560799
G39003501771011,390351771011,G39003501771011,390351771011,1,1,1,1,1,1
G39003501771012,390351771012,G39003501771012,390351771012,1,1,1,1,1,1
G39003501771013,390351771013,G39003501771013,390351771013,0,0,0,0,0,0.537512583678
G39003501771013,390351771013,G39003501771012,390351771012,0.189646590343,0.183880597015,0.163,0.217842323651,0.160482374768,0.047660310205
G39003501771013,390351771013,G39003501771014,390351771014,0.810353409657,0.816119402985,0.837,0.782157676349,0.839517625232,0.410576619317
G39003501771013,390351771013,G39003501781021,390351781021,0,0,0,0,0,0.0042504868
G39003501771031,390351771031,G39003501771033,390351771033,0.0812595226,0.068459657702,0.052880075543,0.09512195122,0.051126516464,0.069795099994
G39003501771031,390351771031,G39003501771031,390351771031,0.639918740477,0.663202933985,0.728989612842,0.536585365854,0.740034662045,0.695963121426
G39003501771031,390351771031,G39003501771032,390351771032,0.278821736922,0.268337408313,0.218130311615,0.368292682927,0.20883882149,0.23424177858
G39003501771032,390351771032,G39003501771032,390351771032,1,1,1,1,1,1
G39003501771033,390351771033,G39003501771033,390351771033,1,1,1,1,1,1
G39003501771041,390351771041,G39003501771041,390351771041,1,1,1,1,1,1
G39003501771042,390351771042,G39003501771042,390351771042,0.976894639556,0.976923076923,0.9675,0.981884057971,0.960465116279,0.92348997049
G39003501771042,390351771042,G39003501771041,390351771041,0.023105360444,0.023076923077,0.0325,0.018115942029,0.039534883721,0.07651002951
G39003501771043,390351771043,G39003501771043,390351771043,0.827893175074,0.822519083969,0.820895522388,0.830409356725,0.820338983051,0.71775507966
G39003501771043,390351771043,G39003501771044,390351771044,0.172106824926,0.177480916031,0.179104477612,0.169590643275,0.179661016949,0.28224492034
G39003501771044,390351771044,G39003501771044,390351771044,0.814285714286,0.811827956989,0.825520833333,0.838174273859,0.826086956522,0.81082618996
G39003501771044,390351771044,G39003501771043,390351771043,0.185714285714,0.188172043011,0.174479166667,0.161825726141,0.173913043478,0.18917381004
G39003501772011,390351772011,G39003501772011,390351772011,1,1,1,1,1,1
G39003501772012,390351772012,G39003501772012,390351772012,1,1,1,1,1,1
G39003501772013,390351772013,G39003501772013,390351772013,1,1,1,1,1,1
