,region_id,size_rank,region_name,region_type,state_name,date,price_cut_perc_median,price_cut_perc_mean,sales_count_nowcast,mean_days_upto_close,pct_sold_below_list,pct_sold_above_list,median_sale_to_list_ratio,median_sale_price,median_list_price,mean_days_pending,new_pending_count,new_listings_count,invt_for_sale,zori_calc,zhvi,year,state,est_num_sold_below_list
1554,394862,41,"Milwaukee, WI",msa,WI,2019-12-31,0.02868564487,0.03252564517,1219.0,30.0,0.5448193125,0.3063845723,0.9914959143,225311,248267.0,67.0,110.0,974,4820,1077.911204,248349.3034,2019,27,664.1347419375
1555,394865,16,"Minneapolis, MN",msa,MN,2019-12-31,0.02480006365,0.02756997795,4500.0,41.0,0.4385543017,0.3506957235,1.0,271809,314633.0,56.0,3023.0,3024,12806,1488.862783,295506.7258,2019,28,1973.49435765
1556,394902,37,"Nashville, TN",msa,TN,2019-12-31,0.01996262351,0.02446971652,2856.0,32.0,0.5864647665,0.1755067438,0.9895454469,287957,326633.0,69.0,334.0,2080,8921,1483.575885,289815.7031,2019,23,1674.9433731240001
1557,394908,68,"New Haven, CT",msa,CT,2019-12-31,0.03376918135,0.03913804561,809.0,49.0,0.7075679077,0.1995676703,0.9759601239,221861,249600.0,68.0,413.0,590,3200,1526.94493,244676.5288,2019,13,572.4224373293
1558,394910,47,"New Orleans, LA",msa,LA,2019-12-31,0.02827014167,0.03327348748,730.0,41.0,0.693134582,0.1364732372,0.9794573254,204270,246633.0,71.0,469.0,648,3465,1379.060345,199038.1059,2019,9,505.98824486
1559,394913,1,"New York, NY",msa,NY,2019-12-31,0.03255851924,0.0377729774,14542.0,62.0,0.6912437884,0.1923944882,0.9790075842,416891,549300.0,101.0,5840.0,12359,80727,2790.036042,471042.9558,2019,2,10052.0671709128
1560,394931,87,"Ogden, UT",msa,UT,2019-12-31,0.02112365497,0.02445249381,764.0,30.0,0.5045997369,0.2864840224,0.9967084393,293384,329933.0,42.0,187.0,686,2217,1311.327132,336417.6367,2019,29,385.51419899160004
1561,394935,42,"Oklahoma City, OK",msa,OK,2019-12-31,0.01942667526,0.02315029088,1593.0,38.0,0.558158711,0.2439567573,0.9903954613,182399,237600.0,63.0,1282.0,1451,6151,1081.479228,161412.1722,2019,30,889.146826623
1562,394938,59,"Omaha, NE",msa,NE,2019-12-31,0.02720976516,0.03217293785,960.0,38.0,0.5219678423,0.2580688443,0.9925787134,190762,234333.0,62.0,97.0,873,3046,1031.47986,207034.5016,2019,31,501.089128608
1563,394943,22,"Orlando, FL",msa,FL,2019-12-31,0.02048704937,0.02415736259,3438.0,36.0,0.6754310782,0.1385642713,0.9819280294,253984,295300.0,58.0,3499.0,3215,12407,1505.91437,259810.0784,2019,14,2322.1320468516
1564,394952,71,"Oxnard, CA",msa,CA,2019-12-31,0.02012459956,0.02370568139,615.0,36.0,0.6034020796,0.2557949973,0.9910016471,601096,710000.0,53.0,498.0,511,1972,2360.278029,626733.7149,2019,7,371.092278954
1565,394974,7,"Philadelphia, PA",msa,PA,2019-12-31,0.0287371207,0.03395673886,6180.0,51.0,0.5952513892,0.2000458379,0.9859117016,244312,263233.0,62.0,3208.0,4808,21457,1540.378787,247610.5207,2019,4,3678.653585256
1566,394976,11,"Phoenix, AZ",msa,AZ,2019-12-31,0.01509456966,0.01773803888,7079.0,29.0,0.5254691657,0.2112015929,0.9952119071,289139,343967.0,45.0,4028.0,6158,20326,1381.026856,299875.5349,2019,32,3719.7962239903
1567,394982,27,"Pittsburgh, PA",msa,PA,2019-12-31,0.03502156901,0.04255040434,2303.0,47.0,0.6463379887,0.1772438276,0.977840834,170331,176600.0,66.0,1727.0,1813,9261,1194.566219,156681.1516,2019,4,1488.5163879761
1568,394998,25,"Portland, OR",msa,OR,2019-12-31,0.02193918621,0.02514408,2706.0,36.0,0.4887646282,0.2952547867,0.9991460842,399296,434333.0,54.0,2128.0,1876,7875,1513.696068,425487.5991,2019,33,1322.5970839092
1569,395005,39,"Providence, RI",msa,RI,2019-12-31,0.03057681167,0.03459037532,1729.0,41.0,0.5973570574,0.2720647723,0.9866299308,288519,338967.0,61.0,638.0,1259,6280,1470.030666,321531.4728,2019,34,1032.8303522446
1570,395006,92,"Provo, UT",msa,UT,2019-12-31,0.01642563779,0.01887062065,588.0,32.0,0.5792742022,0.2331675479,0.9939644763,332751,374417.0,51.0,158.0,542,1944,1370.106431,382912.4898,2019,29,340.6132308936
1571,395012,43,"Raleigh, NC",msa,NC,2019-12-31,0.0158287398,0.01818753998,1805.0,39.0,0.5548034065,0.2820283976,0.9923644278,278042,328300.0,42.0,1314.0,1306,4099,1361.264224,294893.3126,2019,16,1001.4201487325
1572,395022,45,"Richmond, VA",msa,VA,2019-12-31,0.0237664602,0.02864914794,1691.0,37.0,0.501402258,0.2407291413,0.9983484709,251193,278000.0,57.0,873.0,1263,4761,1226.631022,251982.7137,2019,35,847.8712182780001
1573,395025,13,"Riverside, CA",msa,CA,2019-12-31,0.02158883656,0.02624106627,4738.0,36.0,0.5138600604,0.3140375681,0.9969849807,371644,395833.0,58.0,3914.0,4390,18520,1854.777481,394686.5882,2019,7,2434.6689661752
1574,395031,52,"Rochester, NY",msa,NY,2019-12-31,0.03924307009,0.04550936724,1055.0,50.0,0.4984912552,0.3564320748,0.9949622552,152264,176283.0,55.0,741.0,775,3149,1135.06846,167800.7253,2019,2,525.908274236
1575,395045,26,"Sacramento, CA",msa,CA,2019-12-31,0.02201360188,0.02561923004,2266.0,33.0,0.4915576509,0.3291037786,0.9988087381,407234,467667.0,45.0,1941.0,1811,6787,1816.618569,440183.4834,2019,7,1113.8696369394
1576,395053,48,"Salt Lake City, UT",msa,UT,2019-12-31,0.01905804004,0.0215204672,1263.0,30.0,0.5093705178,0.3054924959,0.997553393,340814,393323.0,43.0,267.0,1109,3485,1314.941311,378949.9734,2019,29,643.3349639813999
1577,395055,24,"San Antonio, TX",msa,TX,2019-12-31,0.02111130153,0.02504395437,2280.0,25.0,0.5917950423,0.1900542008,0.9888871088,224038,263724.0,75.0,1678.0,2156,10323,1235.714094,210617.6456,2019,6,1349.292696444
1578,395056,17,"San Diego, CA",msa,CA,2019-12-31,0.02215217189,0.02686162851,2693.0,35.0,0.592024023,0.2744791817,0.9912103249,584267,677817.0,56.0,782.0,2189,8001,2255.643554,613326.3806,2019,7,1594.320693939
1579,395057,12,"San Francisco, CA",msa,CA,2019-12-31,0.03212376471,0.03797371638,3196.0,29.0,0.3685332854,0.5241591235,1.003118521,861584,906981.0,41.0,1846.0,2075,6845,2947.225441,917957.3525,2019,7,1177.8323801384001
1580,395059,36,"San Jose, CA",msa,CA,2019-12-31,0.0335602007,0.03758578026,1012.0,32.0,0.5574388445,0.350666773,0.9924758735,1065173,1049332.0,49.0,532.0,689,2353,3109.464477,1139393.147,2019,7,564.128110634
1581,395078,15,"Seattle, WA",msa,WA,2019-12-31,0.02673315882,0.03071914966,4305.0,34.0,0.435290296,0.3363575378,1.0,470791,543229.0,39.0,3157.0,2555,8237,1884.119775,523895.5442,2019,36,1873.9247242800002
1582,395115,85,"Springfield, MA",msa,MA,2019-12-31,0.02934533851,0.03642289367,670.0,47.0,0.5486091407,0.3113373753,0.9908708505,226138,251767.0,56.0,383.0,472,2022,1365.221113,249084.1405,2019,12,367.568124269
1583,395121,21,"St. Louis, MO",msa,MO,2019-12-31,0.0308408015,0.03761463097,3375.0,42.0,0.6077366809,0.2256005044,0.9863939748,189741,213433.0,53.0,2502.0,2824,12448,1075.427988,176009.1429,2019,22,2051.1112980375
1584,395134,77,"Stockton, CA",msa,CA,2019-12-31,0.02190540589,0.02590220188,599.0,35.0,0.4877834508,0.3319049667,1.0,374978,400333.0,44.0,488.0,500,1778,1924.074764,398211.1221,2019,7,292.1822870292
1585,395143,91,"Syracuse, NY",msa,NY,2019-12-31,0.03709415839,0.04522551658,632.0,55.0,0.5717888991,0.3074114399,0.9871548722,151027,172433.0,68.0,440.0,423,2355,1097.906235,152436.1796,2019,2,361.3705842312
1586,395148,18,"Tampa, FL",msa,FL,2019-12-31,0.0220796159,0.02557465664,5171.0,34.0,0.6825132581,0.1382984272,0.9797776049,227273,259567.0,57.0,4784.0,4564,17285,1413.238491,232959.4916,2019,14,3529.2760576350997
1587,395160,93,"Toledo, OH",msa,OH,2019-12-31,0.03720709928,0.04555499117,447.0,40.0,0.6591469538,0.214786628,0.9783771916,134007,158267.0,53.0,507.0,584,2561,936.6271768,136204.0507,2019,1,294.6386883486
1588,395167,54,"Tucson, AZ",msa,AZ,2019-12-31,0.02221865999,0.02654404057,1475.0,37.0,0.5426874889,0.2022857608,0.993812859,224524,267967.0,40.0,833.0,1261,4263,1149.050657,226139.6222,2019,32,800.4640461275
1589,395169,56,"Tulsa, OK",msa,OK,2019-12-31,0.02478667008,0.03001365254,1121.0,38.0,0.567911946,0.2245175481,0.9890749563,170575,232433.0,70.0,877.0,1034,4671,1020.853917,150698.5147,2019,30,636.6292914659999
1590,395194,38,"Virginia Beach, VA",msa,VA,2019-12-31,0.01926764653,0.02348815682,2059.0,37.0,0.5606182833,0.1528599243,0.9923509198,243533,269933.0,103.0,404.0,1836,9273,1264.318126,251058.5275,2019,35,1154.3130453146998
1591,395209,6,"Washington, DC",msa,VA,2019-12-31,0.02392154343,0.02814139682,6619.0,45.0,0.4555689524,0.2711368129,1.0,410299,435967.0,49.0,3446.0,4782,17128,1999.1158,434153.8774,2019,37,3015.4108959356
1592,395224,94,"Wichita, KS",msa,KS,2019-12-31,0.03048515396,0.03675451104,307.0,38.0,0.4947375917,0.223171687,0.9969902182,158484,184525.0,52.0,354.0,605,2196,800.8765157,142298.4002,2019,38,151.8844406519
1593,395235,89,"Winston, NC",msa,NC,2019-12-31,0.02894811858,0.03530539343,713.0,40.0,0.6060922557,0.2770416271,0.9855106718,170248,239900.0,53.0,542.0,567,2260,1209.772631,164445.0882,2019,16,432.1437783141
1594,395238,58,"Worcester, MA",msa,MA,2019-12-31,0.02763634268,0.03256937595,1011.0,47.0,0.5176744615,0.3215444457,0.9961218678,278910,316733.0,46.0,579.0,722,2849,1502.038359,307697.7997,2019,12,523.3688805764999
1595,753899,2,"Los Angeles, CA",msa,CA,2019-12-31,0.02489993705,0.02927092929,7890.0,35.0,0.5231816213,0.3468473073,0.9953907453,650172,765667.0,53.0,6263.0,6017,24357,2424.892813,685541.517,2019,7,4127.902992057
1596,753906,73,"North Port, FL",msa,FL,2019-12-31,0.02466097148,0.02834575932,1813.0,37.0,0.8001325743,0.082060735,0.972097808,266395,348000.0,79.0,1619.0,1830,7955,1570.089401,283542.678,2019,14,1450.6403572058998
1597,753924,55,"Urban Honolulu, HI",msa,HI,2019-12-31,0.02837064488,0.03507799365,863.0,,,,,579542,639933.0,,,788,4764,2304.236579,671298.0723,2019,39,
1599,394304,83,"Akron, OH",msa,OH,2020-01-31,0.0384958226,0.04592533617,410.0,28.0,0.6380709596,0.1889181106,0.981098945,154544,151267.0,68.0,508.0,599,2883,887.675972,154523.3504,2020,1,261.609093436
1600,394308,64,"Albany, NY",msa,NY,2020-01-31,0.03383443503,0.03955097046,401.0,61.0,0.640718112,0.2726628477,0.9811801863,199330,219933.0,83.0,380.0,331,2221,1242.07799,236317.2117,2020,2,256.927962912
1601,394312,62,"Albuquerque, NM",msa,NM,2020-01-31,0.02364404178,0.02818410156,827.0,40.0,0.6120429205,0.1376425652,0.9871179242,218103,255100.0,54.0,825.0,767,3005,1089.271491,215956.2509,2020,3,506.1594952535
1602,394318,70,"Allentown, PA",msa,PA,2020-01-31,0.03444853835,0.04108707392,767.0,54.0,0.6067989463,0.2256747864,0.9832913821,196113,221433.0,100.0,78.0,672,3055,1331.954722,216837.4484,2020,4,465.41479181209996
1603,394347,9,"Atlanta, GA",msa,GA,2020-01-31,0.02152242835,0.02595663515,5635.0,34.0,0.6217213505,0.1677582408,0.9869914341,249865,290600.0,60.0,6181.0,6733,28473,1438.775589,247391.0383,2020,5,3503.3998100675
1604,394355,29,"Austin, TX",msa,TX,2020-01-31,0.01813171909,0.02145732011,1546.0,34.0,0.623727579,0.2053957522,0.987871213,325639,352667.0,53.0,1616.0,2031,7245,1494.819752,336018.521,2020,6,964.2828371339999
1605,394357,63,"Bakersfield, CA",msa,CA,2020-01-31,0.02567611844,0.03086778814,674.0,43.0,0.5154234677,0.2965176189,0.9939160931,243516,259142.0,84.0,170.0,617,2477,1249.441498,237299.6963,2020,7,347.39541722980005
1606,394358,20,"Baltimore, MD",msa,MD,2020-01-31,0.02829965381,0.03443185489,2751.0,52.0,0.529347221,0.2051311624,0.9944616007,293181,288917.0,67.0,1465.0,2191,9973,1501.174129,288082.0944,2020,8,1456.234204971
1607,394367,66,"Baton Rouge, LA",msa,LA,2020-01-31,0.025245186,0.03138499419,633.0,39.0,0.594037406,0.1274246003,0.9888796398,200546,230180.0,97.0,592.0,765,4655,1201.203657,184494.2437,2020,9,376.025677998
1608,394388,51,"Birmingham, AL",msa,AL,2020-01-31,0.02948273867,0.03840249514,1007.0,41.0,0.6185037648,0.1805161664,0.9854999301,204183,247967.0,59.0,771.0,1091,4821,1142.227817,174627.2612,2020,10,622.8332911536
1609,394399,79,"Boise City, ID",msa,ID,2020-01-31,0.01658068811,0.02020438984,943.0,,,,,311419,354254.0,50.0,218.0,988,3616,1338.18929,347840.4655,2020,11,
1610,394404,10,"Boston, MA",msa,MA,2020-01-31,0.02683906174,0.03102609863,3355.0,48.0,0.5763696099,0.3045210841,0.9899711389,458229,531333.0,55.0,2201.0,2479,10222,2553.8818,500707.257,2020,12,1933.7200412144998
1611,394415,60,"Bridgeport, CT",msa,CT,2020-01-31,0.03315141808,0.03810303399,823.0,52.0,0.7832541298,0.1304606422,0.9704131121,406692,610167.0,110.0,467.0,675,4953,2179.785862,415980.5732,2020,13,644.6181488254
1612,394425,50,"Buffalo, NY",msa,NY,2020-01-31,0.04354874696,0.05469530736,831.0,63.0,0.5403648166,0.3604638932,0.9896213176,165038,168567.0,62.0,657.0,603,2706,998.1321226,182386.4254,2020,2,449.0431625946
1613,394440,78,"Cape Coral, FL",msa,FL,2020-01-31,0.02210881234,0.02553490441,1730.0,43.0,0.7900136829,0.08845742702,0.9708791241,237775,293300.0,93.0,1645.0,2227,10425,1392.466522,245607.9693,2020,14,1366.7236714169999
1614,394457,75,"Charleston, SC",msa,SC,2020-01-31,0.01888137581,0.023223281,1073.0,46.0,0.6732963439,0.1148884036,0.9845982024,270102,376297.0,78.0,892.0,1081,5346,1420.685355,280288.0631,2020,15,722.4469770047
1615,394458,23,"Charlotte, NC",msa,NC,2020-01-31,0.02000533547,0.02452438191,2529.0,41.0,0.6634799819,0.203277948,0.984158982,253639,299333.0,50.0,1907.0,2302,7879,1372.59925,242608.538,2020,16,1677.9408742251
1616,394463,3,"Chicago, IL",msa,IL,2020-01-31,0.02433676624,0.02895444511,7068.0,50.0,0.7613545815,0.1466440492,0.9747869551,237382,281633.0,83.0,6557.0,6762,38966,1718.519773,234936.204,2020,17,5381.254182042
1617,394466,28,"Cincinnati, OH",msa,OH,2020-01-31,0.03132750869,0.03670802959,1653.0,44.0,0.66888337,0.1578074921,0.9801542221,181822,218300.0,45.0,1670.0,1655,5942,1158.694074,193874.7106,2020,1,1105.66421061
1618,394475,35,"Cleveland, OH",msa,OH,2020-01-31,0.03643990762,0.04458686056,1280.0,27.0,0.681285698,0.1873999676,0.976803157,153644,171083.0,74.0,1553.0,1789,9221,1110.255075,159347.4131,2020,1,872.04569344
1619,394484,80,"Colorado Springs, CO",msa,CO,2020-01-31,0.01885353641,0.02279705494,924.0,35.0,0.4502167599,0.2943482031,1.0,321340,365280.0,44.0,258.0,796,2534,1426.148965,353570.8308,2020,18,416.0002861476
1620,394486,72,"Columbia, SC",msa,SC,2020-01-31,0.02489310842,0.02970824164,805.0,44.0,0.6228070175,0.149122807,0.9851858272,174994,209551.0,83.0,52.0,827,3273,1101.191343,162093.8895,2020,15,501.35964908750003
1621,394492,32,"Columbus, OH",msa,OH,2020-01-31,0.02455102529,0.02958970086,1380.0,45.0,0.5745690215,0.2298265148,0.9897799896,199416,239900.0,41.0,1458.0,1590,5364,1198.54959,216762.4776,2020,1,792.90524967
1622,394514,4,"Dallas, TX",msa,TX,2020-01-31,0.02056430853,0.02421981001,5365.0,25.0,0.6281395505,0.1717995536,0.9865185177,268181,314667.0,69.0,5625.0,6767,28058,1414.654411,268969.371,2020,6,3369.9686884325
1623,394528,90,"Deltona, FL",msa,FL,2020-01-31,0.02268775492,0.02676323429,1009.0,41.0,0.6917892906,0.1414102988,0.9765469565,222150,269600.0,76.0,566.0,1333,5906,1350.924383,233009.8151,2020,14,698.0153942154001
1624,394530,19,"Denver, CO",msa,CO,2020-01-31,0.01841440395,0.02118362369,3141.0,38.0,0.5464254054,0.2158493338,0.9936681056,418791,464700.0,46.0,3104.0,2688,9148,1688.856117,463928.0915,2020,18,1716.3221983613998
1625,394531,84,"Des Moines, IA",msa,IA,2020-01-31,0.02199592919,0.02586252638,723.0,42.0,0.6694731256,0.1672045648,0.9858235827,208133,246633.0,80.0,615.0,762,4054,1072.284786,204794.4236,2020,19,484.02906980880005
1626,394532,14,"Detroit, MI",msa,MI,2020-01-31,0.03245180593,0.03929835828,5100.0,45.0,0.661626611,0.1793388636,0.9789793138,186544,195000.0,65.0,2125.0,3730,17084,1110.558559,181587.5582,2020,20,3374.2957161
1627,394549,95,"Durham, NC",msa,NC,2020-01-31,0.02063583004,0.02388267913,524.0,40.0,0.6039985124,0.2399450855,0.9883476404,262062,325000.0,51.0,458.0,436,1697,1320.378556,271080.1223,2020,16,316.49522049760003
1628,394561,69,"El Paso, TX",msa,TX,2020-01-31,0.02509795944,0.0290298475,521.0,,,,,156393,185633.0,,,733,3441,1126.36045,139916.8029,2020,6,
1629,394602,152,"Fort Collins, CO",msa,CO,2020-01-31,0.0168484779,0.02084600306,356.0,40.0,0.5991101226,0.1339877883,0.98980914,378801,422433.0,57.0,312.0,305,1248,1539.855395,432286.0447,2020,18,213.2832036456
1630,394619,57,"Fresno, CA",msa,CA,2020-01-31,0.02222191084,0.02663050104,595.0,37.0,0.5138329209,0.3028021906,0.9964630858,279818,315283.0,53.0,146.0,596,2109,1471.379779,275619.9937,2020,7,305.7305879355
1631,394640,53,"Grand Rapids, MI",msa,MI,2020-01-31,0.02991454735,0.03416584288,1315.0,44.0,0.5514256318,0.2682501637,0.9900335015,198764,231633.0,53.0,322.0,796,3009,1157.415682,219192.615,2020,20,725.1247058170001
1632,394648,76,"Greensboro, NC",msa,NC,2020-01-31,0.02642761238,0.03319330116,671.0,40.0,0.5933762592,0.2625207459,0.9864187531,160386,219997.0,51.0,558.0,558,2115,1087.487063,161597.8567,2020,16,398.15546992320003
1633,394653,61,"Greenville, SC",msa,SC,2020-01-31,0.02278009236,0.02863289264,832.0,43.0,0.6429042757,0.1638638843,0.9839181351,202029,259416.0,64.0,692.0,900,3821,1191.764855,191308.0407,2020,15,534.8963573824
1634,394669,49,"Hartford, CT",msa,CT,2020-01-31,0.03206177687,0.03676777241,1002.0,49.0,0.6572445219,0.2200028663,0.9806787385,227705,262450.0,79.0,623.0,820,4491,1384.007685,251179.4159,2020,13,658.5590109438
1635,394692,5,"Houston, TX",msa,TX,2020-01-31,0.02500625261,0.02947659242,4010.0,35.0,0.6921464377,0.1282876104,0.9795268058,235010,283333.0,77.0,4919.0,5717,27537,1409.474209,224792.3836,2020,6,2775.5072151769996
1636,394705,34,"Indianapolis, IN",msa,IN,2020-01-31,0.0265520786,0.03151356119,1868.0,42.0,0.6605376652,0.1438124384,0.9822076772,185586,219633.0,50.0,1785.0,1740,6708,1154.392136,186918.665,2020,21,1233.8843585936
1637,394714,40,"Jacksonville, FL",msa,FL,2020-01-31,0.02037347676,0.02518856601,1743.0,39.0,0.6870147075,0.1143385626,0.9812616178,236015,279250.0,63.0,1683.0,2007,8422,1292.871843,235897.9264,2020,14,1197.4666351725
1638,394735,31,"Kansas City, MO",msa,MO,2020-01-31,0.02810925652,0.03458157932,1953.0,40.0,0.5576561857,0.2259250983,0.9910253556,220530,264967.0,54.0,2048.0,1948,7858,1100.682661,211433.1334,2020,22,1089.1025306720999
1639,394753,65,"Knoxville, TN",msa,TN,2020-01-31,0.02507550222,0.03065504977,916.0,41.0,0.6263021742,0.1733878528,0.9837663339,196293,242350.0,58.0,812.0,825,3810,1155.175995,201590.9104,2020,23,573.6927915672001
1640,394766,82,"Lakeland, FL",msa,FL,2020-01-31,0.02523779526,0.0291417033,769.0,41.0,0.596056928,0.1916266955,0.9855467006,197124,221633.0,59.0,758.0,899,3414,1359.220555,204743.4433,2020,14,458.367777632
1641,394775,30,"Las Vegas, NV",msa,NV,2020-01-31,0.01652101997,0.01922897208,2819.0,36.0,0.6348598635,0.1553463114,0.9870122858,288756,311313.0,67.0,1534.0,2836,12016,1354.8455,308868.9472,2020,24,1789.6699552065
1642,394798,81,"Little Rock, AR",msa,AR,2020-01-31,0.02672010092,0.0332277442,649.0,52.0,0.6544127951,0.1394506052,0.9799797941,166611,193333.0,93.0,56.0,677,3635,937.1856346,152241.8659,2020,25,424.71390401990004
1643,394807,46,"Louisville, KY",msa,KY,2020-01-31,0.02559150045,0.03034736057,1195.0,43.0,0.6398774773,0.1433892548,0.9841449835,183880,223275.0,61.0,630.0,1193,4746,1048.434574,190430.8767,2020,26,764.6535853735
1644,394816,88,"Madison, WI",msa,WI,2020-01-31,0.02841521487,0.0330316162,454.0,30.0,0.6032753739,0.2572129372,0.9858241436,266728,312967.0,87.0,210.0,445,2507,1195.118969,299920.3462,2020,27,273.88701975059996
1645,394843,67,"McAllen, TX",msa,TX,2020-01-31,0.03621147249,0.04191445118,266.0,23.0,0.6185185185,0.1740740741,0.9834967768,157148,194667.0,124.0,39.0,390,2335,953.200301,116494.8258,2020,6,164.52592592099998
1646,394849,44,"Memphis, TN",msa,TN,2020-01-31,0.02450541725,0.03187757225,1228.0,41.0,0.5364274394,0.2198696066,0.9937860993,186132,218267.0,54.0,636.0,1158,4479,1094.690277,160213.2574,2020,23,658.7328955832
1647,394856,8,"Miami, FL",msa,FL,2020-01-31,0.02887975334,0.03421489533,7567.0,44.0,0.8019199987,0.07701075838,0.9678993342,290009,374967.0,92.0,4504.0,10110,53524,1875.672206,295759.1087,2020,14,6068.1286301629
1648,394862,41,"Milwaukee, WI",msa,WI,2020-01-31,0.02866076172,0.03274171817,1179.0,31.0,0.593799452,0.2536470522,0.9871099493,228547,244900.0,70.0,99.0,821,4147,1079.233438,250131.8327,2020,27,700.089553908
1649,394865,16,"Minneapolis, MN",msa,MN,2020-01-31,0.02407880804,0.02701671672,3802.0,43.0,0.464296167,0.321052277,1.0,272951,318000.0,61.0,2421.0,2457,10628,1491.751194,297575.3803,2020,28,1765.254026934
1650,394902,37,"Nashville, TN",msa,TN,2020-01-31,0.02000944682,0.02472994355,2242.0,33.0,0.5914361113,0.1748447864,0.9891219233,288452,323333.0,70.0,280.0,1875,8174,1492.242007,292036.5759,2020,23,1325.9997615345999
1651,394908,68,"New Haven, CT",msa,CT,2020-01-31,0.03392423538,0.03946493169,653.0,50.0,0.7012339248,0.2065867077,0.9754553149,221921,249133.0,75.0,396.0,538,2854,1524.227827,246205.3744,2020,13,457.9057528944
1652,394910,47,"New Orleans, LA",msa,LA,2020-01-31,0.02869285738,0.03473054492,727.0,41.0,0.6805955974,0.1389542764,0.9796262963,205748,245000.0,80.0,468.0,640,3256,1383.218433,200859.1011,2020,9,494.7929993098
1653,394913,1,"New York, NY",msa,NY,2020-01-31,0.03242669674,0.03782472181,13531.0,63.0,0.6978061637,0.1890148067,0.9785301045,418575,549300.0,107.0,5342.0,11943,74301,2799.319856,473385.0543,2020,2,9442.0152010247
1654,394931,87,"Ogden, UT",msa,UT,2020-01-31,0.02004884845,0.02347379255,597.0,30.0,0.4853096135,0.2918852569,0.9974963181,293193,331633.0,46.0,179.0,571,1904,1317.344605,339143.3817,2020,29,289.7298392595
1655,394935,42,"Oklahoma City, OK",msa,OK,2020-01-31,0.01916759727,0.02300010887,1330.0,39.0,0.557612117,0.2335215932,0.9902950179,181407,239233.0,66.0,1276.0,1392,5857,1085.217203,162832.5848,2020,30,741.62411561
1656,394938,59,"Omaha, NE",msa,NE,2020-01-31,0.02734690383,0.03204705753,682.0,37.0,0.5516410449,0.2300949881,0.9884705823,189699,229333.0,62.0,86.0,729,2674,1035.493093,208611.6015,2020,31,376.2191926218
1657,394943,22,"Orlando, FL",msa,FL,2020-01-31,0.02006496818,0.02380554556,2789.0,42.0,0.6814821945,0.1373197318,0.9811324877,256454,296900.0,57.0,2744.0,3116,11405,1508.022282,261687.7557,2020,14,1900.6538404605
1658,394952,71,"Oxnard, CA",msa,CA,2020-01-31,0.02103541262,0.02490150869,542.0,36.0,0.6049143465,0.251532745,0.9906949016,606205,704966.0,54.0,483.0,503,1805,2368.949762,629203.0699,2020,7,327.863575803
1659,394974,7,"Philadelphia, PA",msa,PA,2020-01-31,0.02903684625,0.03459382841,5486.0,52.0,0.6107071731,0.1881009233,0.9841919029,247353,256600.0,67.0,2979.0,4313,19419,1545.912768,249329.0836,2020,4,3350.3395516266
1660,394976,11,"Phoenix, AZ",msa,AZ,2020-01-31,0.01539036851,0.01809992096,6005.0,29.0,0.5359056625,0.1979533988,0.9939115242,292131,347596.0,47.0,4069.0,6047,19627,1393.555293,302823.2856,2020,32,3218.1135033125
1661,394982,27,"Pittsburgh, PA",msa,PA,2020-01-31,0.03502295204,0.04298468249,1682.0,48.0,0.6696481643,0.1666207952,0.9751644052,169876,174967.0,71.0,1644.0,1595,8637,1199.490528,157830.7614,2020,4,1126.3482123525998
1662,394998,25,"Portland, OR",msa,OR,2020-01-31,0.02159072395,0.02519926831,2092.0,36.0,0.5051365358,0.2822702088,0.9981909744,401739,436000.0,57.0,1996.0,1706,6859,1517.064826,428762.1846,2020,33,1056.7456328935998
1663,395005,39,"Providence, RI",msa,RI,2020-01-31,0.02976004456,0.03418505852,1234.0,41.0,0.5917507536,0.2756623887,0.9868311683,290924,337000.0,67.0,534.0,1096,5572,1467.737458,324054.1101,2020,34,730.2204299424
1664,395006,92,"Provo, UT",msa,UT,2020-01-31,0.01623569798,0.01914038148,397.0,31.0,0.5715192332,0.2370124485,0.9945073305,333113,376417.0,54.0,144.0,477,1675,1366.87553,385864.9519,2020,29,226.89313558039998
1665,395012,43,"Raleigh, NC",msa,NC,2020-01-31,0.01528382676,0.01759393185,1263.0,40.0,0.5734129996,0.2634220594,0.9912670984,276927,326633.0,45.0,1268.0,1215,3767,1365.385044,296519.591,2020,16,724.2206184948001
1666,395022,45,"Richmond, VA",msa,VA,2020-01-31,0.02395674827,0.02882021121,1168.0,36.0,0.5175472729,0.2280122583,0.9961754478,251104,277333.0,60.0,1131.0,1126,4363,1230.818929,253460.9447,2020,35,604.4952147472001
1667,395025,13,"Riverside, CA",msa,CA,2020-01-31,0.02250004356,0.02737925807,4111.0,37.0,0.5246709633,0.3025431818,0.9956145965,372564,395930.0,62.0,3801.0,4187,17458,1861.729297,397267.4212,2020,7,2156.9223301263
1668,395031,52,"Rochester, NY",msa,NY,2020-01-31,0.03898996704,0.04653015978,772.0,51.0,0.5279798527,0.3252528736,0.9910014463,154675,173800.0,58.0,648.0,657,2768,1134.584995,168607.1742,2020,2,407.60044628440005
1669,395045,26,"Sacramento, CA",msa,CA,2020-01-31,0.02147913673,0.02504324426,1872.0,34.0,0.5029989808,0.3197057834,0.9976891389,410587,467667.0,47.0,1793.0,1716,5910,1824.158246,442576.0216,2020,7,941.6140920576001
